controller,cell,time_s,pack_current_A,balancing_current_A,cell_current_A,voltage_V,soc,positive_gradient_mol_m3,total_overpotential_V
Uncontrolled,Cell 4,110.0,2.5,0.0,2.5,3.919697966353624,0.7645679012345683,1573.2431444464091,-0.058297245307236054
Uncontrolled,Cell 1,120.0,2.5,0.0,2.5,3.934766066204643,0.7833333333333334,1644.1317478833662,-0.05895140226731613
Uncontrolled,Cell 2,120.0,2.5,0.0,2.5,3.9010797981765,0.7429931972789114,1644.1332024011172,-0.05763140654769542
Uncontrolled,Cell 3,120.0,2.5,0.0,2.5,3.8670638097167895,0.7022695035460991,1644.1342928075283,-0.056628434894340524
Uncontrolled,Cell 4,120.0,2.5,0.0,2.5,3.9175464187031572,0.7631649831649836,1644.1325102546434,-0.058248049317109765
Uncontrolled,Cell 1,130.0,2.5,0.0,2.5,3.932582982655176,0.7819444444444446,1711.5665914021556,-0.058896670691279504
Uncontrolled,Cell 2,130.0,2.5,0.0,2.5,3.899110747523546,0.7415759637188207,1711.5676114942216,-0.05758944516185357
Uncontrolled,Cell 3,130.0,2.5,0.0,2.5,3.864963471980327,0.7007919621749407,1711.5688902353068,-0.05659719944011693
Uncontrolled,Cell 4,130.0,2.5,0.0,2.5,3.915481656494646,0.7617620650953989,1711.5670691510059,-0.058200011746445394
Uncontrolled,Cell 1,140.0,2.5,0.0,2.5,3.9304791891940356,0.7805555555555557,1775.9422836168087,-0.05884307811445061
Uncontrolled,Cell 2,140.0,2.5,0.0,2.5,3.897209860440906,0.74015873015873,1775.9424987289785,-0.057548386312034086
Uncontrolled,Cell 3,140.0,2.5,0.0,2.5,3.86290407488738,0.6993144208037823,1775.9417439208883,-0.05656668116358359
Uncontrolled,Cell 4,140.0,2.5,0.0,2.5,3.9134930019792944,0.7603591470258142,1775.9424859661558,-0.05815298718799888
Uncontrolled,Cell 1,150.0,2.5,0.0,2.5,3.928446816522107,0.7791666666666668,1837.5499061574992,-0.05879050243134098
Uncontrolled,Cell 2,150.0,2.5,0.0,2.5,3.8953690580582676,0.7387414965986393,1837.5532835642625,-0.05750813447971293
Uncontrolled,Cell 3,150.0,2.5,0.0,2.5,3.860878013358133,0.6978368794326238,1837.5567021139104,-0.05653680602137352
Uncontrolled,Cell 4,150.0,2.5,0.0,2.5,3.9115723237783673,0.7589562289562295,1837.5515768251535,-0.058106867624282896
Uncontrolled,Cell 1,160.0,2.5,0.0,2.5,3.9264785999096405,0.7777777777777779,1896.6581933393172,-0.05873883522613811
Uncontrolled,Cell 2,160.0,2.5,0.0,2.5,3.8935813012560807,0.7373242630385486,1896.6552644335607,-0.05746860943815398
