controller,cell,time_s,pack_current_A,balancing_current_A,cell_current_A,voltage_V,soc,positive_gradient_mol_m3,total_overpotential_V
Uncontrolled,Cell 4,2200.0,1.25,0.0,1.25,3.7797700282180604,0.582188552188557,1582.9835166941484,-0.030185411496361607
Uncontrolled,Cell 1,2210.0,1.25,0.0,1.25,3.796732025934137,0.603472222222223,1591.9184718189172,-0.03027528714283772
Uncontrolled,Cell 2,2210.0,1.25,0.0,1.25,3.7609797295178735,0.5594614512471663,1591.9241129834336,-0.03012418521543544
Uncontrolled,Cell 3,2210.0,1.25,0.0,1.25,3.7226759784938244,0.5109278959810875,1591.9225393644374,-0.030105802957174257
Uncontrolled,Cell 4,2210.0,1.25,0.0,1.25,3.7790827568099163,0.5814870931537647,1591.9247434997706,-0.030182867785722975
Uncontrolled,Cell 1,2220.0,1.25,0.0,1.25,3.796052454899393,0.6027777777777785,1600.6046879100031,-0.030271621812803687
Uncontrolled,Cell 2,2220.0,1.25,0.0,1.25,3.7602618786023623,0.558752834467121,1600.610307838564,-0.030122812834688564
Uncontrolled,Cell 3,2220.0,1.25,0.0,1.25,3.7219259745669944,0.5101891252955083,1600.6096767155323,-0.0301066612275364
Uncontrolled,Cell 4,2220.0,1.25,0.0,1.25,3.7783977554515804,0.5807856341189723,1600.6107128907133,-0.03018036260022097
Uncontrolled,Cell 1,2230.0,1.25,0.0,1.25,3.7953762984593014,0.6020833333333341,1609.045158789766,-0.030267996353208225
Uncontrolled,Cell 2,2230.0,1.25,0.0,1.25,3.75954602645832,0.5580442176870757,1609.051731053023,-0.030121477737566973
Uncontrolled,Cell 3,2230.0,1.25,0.0,1.25,3.721180020937399,0.5094503546099292,1609.0508183929342,-0.03010755577606703
Uncontrolled,Cell 4,2230.0,1.25,0.0,1.25,3.7777147700004297,0.58008417508418,1609.0522695378677,-0.03017789575134889
Uncontrolled,Cell 1,2240.0,1.25,0.0,1.25,3.7947033573041176,0.6013888888888896,1617.247094299637,-0.030264410650231263
Uncontrolled,Cell 2,2240.0,1.25,0.0,1.25,3.75883209770729,0.5573356009070304,1617.2537339944865,-0.030120179920098626
Uncontrolled,Cell 3,2240.0,1.25,0.0,1.25,3.720438005966466,0.50871158392435,1617.252499183298,-0.03010848663797946
Uncontrolled,Cell 4,2240.0,1.25,0.0,1.25,3.7770337050687353,0.5793827160493876,1617.2544173157403,-0.030175467238549032
Uncontrolled,Cell 1,2250.0,1.25,0.0,1.25,3.7940334564239646,0.6006944444444452,1625.2170262664222,-0.030260864617027563
Uncontrolled,Cell 2,2250.0,1.25,0.0,1.25,3.7581199858842282,0.5566269841269851,1625.2229392438348,-0.03011891935734866
Uncontrolled,Cell 3,2250.0,1.25,0.0,1.25,3.7196997973644663,0.5079728132387709,1625.221816966543,-0.030109453866797094
Uncontrolled,Cell 4,2250.0,1.25,0.0,1.25,3.776354427989576,0.5786812570145953,1625.223770834742,-0.030173077004116824
Uncontrolled,Cell 1,2260.0,1.25,0.0,1.25,3.793366406404023,0.6000000000000008,1632.9616605682604,-0.030257358164298226
Uncontrolled,Cell 2,2260.0,1.25,0.0,1.25,3.7574095419274958,0.5559183673469398,1632.9668886424006,-0.03011769602207512
Uncontrolled,Cell 3,2260.0,1.25,0.0,1.25,3.718965264469151,0.5072340425531917,1632.965828907647,-0.030110457520454242
Uncontrolled,Cell 4,2260.0,1.25,0.0,1.25,3.7756767791986543,0.5779797979798029,1632.9675613774016,-0.030170724977132784
Uncontrolled,Cell 1,2270.0,1.25,0.0,1.25,3.7927020270092346,0.5993055555555563,1640.4874471755793,-0.0302538912114668
Uncontrolled,Cell 2,2270.0,1.25,0.0,1.25,3.756700686819549,0.5552097505668945,1640.491578516794,-0.030116509894993003
Uncontrolled,Cell 3,2270.0,1.25,0.0,1.25,3.7182343198372996,0.5064952718676126,1640.4906449622722,-0.0301114976338442
Uncontrolled,Cell 4,2270.0,1.25,0.0,1.25,3.775000634900097,0.5772783389450106,1640.4921975688121,-0.030168411103748856
Uncontrolled,Cell 1,2280.0,1.25,0.0,1.25,3.7920401734749305,0.5986111111111119,1647.8002915623074,-0.030250463685159528
Uncontrolled,Cell 2,2280.0,1.25,0.0,1.25,3.7559933323507657,0.5545011337868492,1647.8032000654712,-0.03011536095638745
Uncontrolled,Cell 3,2280.0,1.25,0.0,1.25,3.7175068686667636,0.5057565011820334,1647.8024398237249,-0.030112574249212404
Uncontrolled,Cell 4,2280.0,1.25,0.0,1.25,3.774325886596942,0.5765768799102182,1647.803741996504,-0.030166135335978714
Uncontrolled,Cell 1,2290.0,1.25,0.0,1.25,3.7913807034676954,0.5979166666666674,1654.9059225172932,-0.030247075519496736
Uncontrolled,Cell 2,2290.0,1.25,0.0,1.25,3.755287377179105,0.5537925170068039,1654.9077636059155,-0.030114249198437637
Uncontrolled,Cell 3,2290.0,1.25,0.0,1.25,3.716782790135081,0.5050177304964543,1654.9072728840038,-0.030113687420588276
Uncontrolled,Cell 4,2290.0,1.25,0.0,1.25,3.7736524186183633,0.5758754208754259,1654.9081909657798,-0.030163897632218745
Uncontrolled,Cell 1,2300.0,1.25,0.0,1.25,3.790723487151531,0.597222222222223,1661.8097817728121,-0.03024372665528805
Uncontrolled,Cell 2,2300.0,1.25,0.0,1.25,3.754582735447689,0.5530839002267586,1661.8110390287839,-0.03011317461165519
Uncontrolled,Cell 3,2300.0,1.25,0.0,1.25,3.71606202422281,0.5042789598108751,1661.8107939280453,-0.030114837177795256
Uncontrolled,Cell 4,2300.0,1.25,0.0,1.25,3.7729801069282116,0.5751739618406335,1661.8113436880303,-0.030161697963759088
Uncontrolled,Cell 1,2310.0,1.25,0.0,1.25,3.790068343023047,0.5965277777777785,1668.5181788928348,-0.030240417013228302
Uncontrolled,Cell 2,2310.0,1.25,0.0,1.25,3.7538793508556982,0.5523752834467133,1668.5185270490438,-0.03011213717819777
Uncontrolled,Cell 3,2310.0,1.25,0.0,1.25,3.7153445042525846,0.503540189125296,1668.5184716817603,-0.03011602355363509
Uncontrolled,Cell 4,2310.0,1.25,0.0,1.25,3.7723088723059073,0.5744725028058412,1668.5187232443968,-0.030159536285201415
Uncontrolled,Cell 1,2320.0,1.25,0.0,1.25,3.78941513218575,0.5958333333333341,1675.0365896459589,-0.030237146534248974
Uncontrolled,Cell 2,2320.0,1.25,0.0,1.25,3.7531771676751355,0.551666666666668,1675.0355196564306,-0.030111136884811346
Uncontrolled,Cell 3,2320.0,1.25,0.0,1.25,3.7146301740989274,0.5028014184397168,1675.035535478004,-0.03011724657642647
Uncontrolled,Cell 4,2320.0,1.25,0.0,1.25,3.7716386324052356,0.5737710437710488,1675.03564833798,-0.03015741256065773
Uncontrolled,Cell 1,2330.0,1.25,0.0,1.25,3.78876376357606,0.5951388888888897,1681.3695719099705,-0.030233915179254993
Uncontrolled,Cell 2,2330.0,1.25,0.0,1.25,3.7524761405266482,0.5509580498866227,1681.3670799842184,-0.030110173718008077
Uncontrolled,Cell 3,2330.0,1.25,0.0,1.25,3.71391898816563,0.5020626477541377,1681.366975256613,-0.03011850626958916
Uncontrolled,Cell 4,2330.0,1.25,0.0,1.25,3.770969315011007,0.5730695847362565,1681.3672136378882,-0.03015532675609686
Uncontrolled,Cell 1,2340.0,1.25,0.0,1.25,3.7881141320693756,0.5944444444444452,1687.5218793190215,-0.030230722903369173
Uncontrolled,Cell 2,2340.0,1.25,0.0,1.25,3.7517761920704684,0.5502494331065774,1687.5185886240251,-0.030109247672932368
Uncontrolled,Cell 3,2340.0,1.25,0.0,1.25,3.7132107829002474,0.5013238770685585,1687.5192713543947,-0.03011980272818906
Uncontrolled,Cell 4,2340.0,1.25,0.0,1.25,3.7703008472210815,0.5723681257014641,1687.5184347577379,-0.03015327883950165
Uncontrolled,Cell 1,2350.0,1.25,0.0,1.25,3.787466142856029,0.5937500000000008,1693.4980240441218,-0.03022756966567783
Uncontrolled,Cell 2,2350.0,1.25,0.0,1.25,3.7510772238821453,0.5495408163265321,1693.4956003309635,-0.03010835875188639
Uncontrolled,Cell 3,2350.0,1.25,0.0,1.25,3.7125055708617483,0.5005851063829794,1693.4964405632927,-0.030121135945088924
Uncontrolled,Cell 4,2350.0,1.25,0.0,1.25,3.769633076099064,0.5716666666666718,1693.49529806184,-0.03015126878520262
Uncontrolled,Cell 1,2360.0,1.25,0.0,1.25,3.7868196441047726,0.5930555555555563,1699.3036847020376,-0.030224455391245606
Uncontrolled,Cell 2,2360.0,1.25,0.0,1.25,3.7503792417793775,0.5488321995464868,1699.3022327467297,-0.03010750693606704
Uncontrolled,Cell 3,2360.0,1.25,0.0,1.25,3.711803314409663,0.49984633569740017,1699.303076381897,-0.030122505943136896
Uncontrolled,Cell 4,2360.0,1.25,0.0,1.25,3.7689659900698396,0.5709652076318794,1699.301823778791,-0.03014929656295308
Uncontrolled,Cell 1,2370.0,1.25,0.0,1.25,3.786174531963267,0.5923611111111119,1704.9435040224198,-0.030221380032233035
Uncontrolled,Cell 2,2370.0,1.25,0.0,1.25,3.7496822170599766,0.5481235827664415,1704.9429563727244,-0.030106692215136396
Uncontrolled,Cell 3,2370.0,1.25,0.0,1.25,3.7111039824113417,0.49910756501182096,1704.9435871471505,-0.03012391274180712
Uncontrolled,Cell 4,2370.0,1.25,0.0,1.25,3.7682995351052613,0.5702637485970871,1704.942510350873,-0.030147362145694523
Uncontrolled,Cell 1,2380.0,1.25,0.0,1.25,3.7855307233306137,0.5916666666666675,1710.421666364593,-0.030218343550432063
Uncontrolled,Cell 2,2380.0,1.25,0.0,1.25,3.7489861292190967,0.5474149659863962,1710.4220440779754,-0.030105914577895826
Uncontrolled,Cell 3,2380.0,1.25,0.0,1.25,3.710407551666152,0.49836879432624176,1710.422176400898,-0.030125356356017353
Uncontrolled,Cell 4,2380.0,1.25,0.0,1.25,3.767633665267425,0.5695622895622947,1710.4216629278126,-0.030145465507191535
Uncontrolled,Cell 1,2390.0,1.25,0.0,1.25,3.784888125886269,0.590972222222223,1715.7425234826624,-0.03021534590060525
Uncontrolled,Cell 2,2390.0,1.25,0.0,1.25,3.74829096420749,0.5467063492063509,1715.7436015007188,-0.030105174012307796
Uncontrolled,Cell 3,2390.0,1.25,0.0,1.25,3.709713974644615,0.49763002364066256,1715.7434027188356,-0.03012683681913122
Uncontrolled,Cell 4,2390.0,1.25,0.0,1.25,3.7669683427821266,0.5688608305275024,1715.743393366818,-0.030143606621751005
Uncontrolled,Cell 1,2400.0,1.25,0.0,1.25,3.784247052503109,0.5902777777777786,1720.8656430396877,-0.030212386920085734
Uncontrolled,Cell 2,2400.0,1.25,0.0,1.25,3.7475971684699516,0.5459977324263056,1720.8662217339006,-0.03010447034478558
Uncontrolled,Cell 3,2400.0,1.25,0.0,1.25,3.709023679557807,0.49689125295508335,1720.865731685888,-0.030128353920736387
Uncontrolled,Cell 4,2400.0,1.25,0.0,1.25,3.766303978969739,0.56815937149271,1720.8662219214857,-0.03014178533784662
Uncontrolled,Cell 1,2410.0,1.25,0.0,1.25,3.783606704231766,0.5895833333333341,1725.8679936637018,-0.030209466701211583
Uncontrolled,Cell 2,2410.0,1.25,0.0,1.25,3.7469038642331327,0.5452891156462603,1725.868210669818,-0.030103803845666622
Uncontrolled,Cell 3,2410.0,1.25,0.0,1.25,3.7083358022156485,0.49615248226950415,1725.8675233443719,-0.03012990812910027
Uncontrolled,Cell 4,2410.0,1.25,0.0,1.25,3.7656397143681133,0.5674579124579177,1725.86835993766,-0.030140001821216036
Uncontrolled,Cell 1,2420.0,1.25,0.0,1.25,3.7829671728653587,0.5888888888888897,1730.7355015320572,-0.030206585172823774
Uncontrolled,Cell 2,2420.0,1.25,0.0,1.25,3.746211229434106,0.544580498866215,1730.735341827727,-0.030103174442304363
Uncontrolled,Cell 3,2420.0,1.25,0.0,1.25,3.70765051398375,0.49541371158392494,1730.73440715365,-0.03013149936702321
Uncontrolled,Cell 4,2420.0,1.25,0.0,1.25,3.76497569372542,0.5667564534231253,1730.7356554838625,-0.030138256000511163
Uncontrolled,Cell 1,2430.0,1.25,0.0,1.25,3.782328377861334,0.5881944444444452,1735.4724056391933,-0.030203742292599107
Uncontrolled,Cell 2,2430.0,1.25,0.0,1.25,3.7455192403235382,0.5438718820861697,1735.4721222005937,-0.030102582129836998
Uncontrolled,Cell 3,2430.0,1.25,0.0,1.25,3.7069677808733803,0.49467494089834574,1735.4711554308087,-0.03013312766694098
Uncontrolled,Cell 4,2430.0,1.25,0.0,1.25,3.7643118734199836,0.566054994388333,1735.4724813783287,-0.030136547852384767
Uncontrolled,Cell 1,2440.0,1.25,0.0,1.25,3.781690304079768,0.5875000000000008,1740.0761090537599,-0.030200938008116948
Uncontrolled,Cell 2,2440.0,1.25,0.0,1.25,3.7448279527275536,0.5431632653061244,1740.0755876750118,-0.030102026877153933
Uncontrolled,Cell 3,2440.0,1.25,0.0,1.25,3.706287653140671,0.49393617021276653,1740.0744503687747,-0.030134793015801693
Uncontrolled,Cell 4,2440.0,1.25,0.0,1.25,3.7636482827536257,0.5653535353535406,1740.0760545205885,-0.030134877335679596
Uncontrolled,Cell 1,2450.0,1.25,0.0,1.25,3.781052825790261,0.5868055555555564,1744.5539301822573,-0.0301981722874893
Uncontrolled,Cell 2,2450.0,1.25,0.0,1.25,3.7441372857155044,0.542454648526079,1744.553468192371,-0.0301015087010886
Uncontrolled,Cell 3,2450.0,1.25,0.0,1.25,3.705610035757529,0.49319739952718733,1744.5524487728544,-0.030136495480773757
Uncontrolled,Cell 4,2450.0,1.25,0.0,1.25,3.762984826512186,0.5646520763187483,1744.5538954602598,-0.030133244442937968
Uncontrolled,Cell 1,2460.0,1.25,0.0,1.25,3.780415959354077,0.5861111111111119,1748.9026859493242,-0.030195445074653198
Uncontrolled,Cell 2,2460.0,1.25,0.0,1.25,3.7434473254091243,0.5417460317460338,1748.9024341322292,-0.030101027561521995
Uncontrolled,Cell 3,2460.0,1.25,0.0,1.25,3.7049350050567376,0.4924586288416081,1748.9016636200686,-0.030138235035207767
Uncontrolled,Cell 4,2460.0,1.25,0.0,1.25,3.762321565121124,0.5639506172839559,1748.9027503191246,-0.030131649126521567
Uncontrolled,Cell 1,2470.0,1.25,0.0,1.25,3.779779628533115,0.5854166666666675,1753.1265797552114,-0.030192756331134774
Uncontrolled,Cell 2,2470.0,1.25,0.0,1.25,3.742758070272438,0.5410374149659885,1753.1251318745162,-0.030100583449356944
Uncontrolled,Cell 3,2470.0,1.25,0.0,1.25,3.704262567857147,0.4917198581560289,1753.1232016103677,-0.03014001169062555
Uncontrolled,Cell 4,2470.0,1.25,0.0,1.25,3.7616584675639664,0.5632491582491636,1753.1260430071998,-0.03013009136393427
Uncontrolled,Cell 1,2480.0,1.25,0.0,1.25,3.7791435273904606,0.584722222222223,1757.2494312391173,-0.030190106063622286
Uncontrolled,Cell 2,2480.0,1.25,0.0,1.25,3.7420692035608267,0.5403287981859431,1757.2481093299211,-0.030100176469250634
Uncontrolled,Cell 3,2480.0,1.25,0.0,1.25,3.703592370558785,0.4909810874704497,1757.2463307953585,-0.03014182566442169
Uncontrolled,Cell 4,2480.0,1.25,0.0,1.25,3.7609952289917743,0.5625476992143712,1757.2489525494675,-0.030128571209349746
Uncontrolled,Cell 1,2490.0,1.25,0.0,1.25,3.778507841240882,0.5840277777777786,1761.2532909303336,-0.030187494188104583
Uncontrolled,Cell 2,2490.0,1.25,0.0,1.25,3.741381009748339,0.5396201814058978,1761.2522877539232,-0.030099806513628116
Uncontrolled,Cell 3,2490.0,1.25,0.0,1.25,3.702924692310771,0.4902423167848705,1761.2508434235424,-0.030143676817077518
Uncontrolled,Cell 4,2490.0,1.25,0.0,1.25,3.7603320948975223,0.5618462401795788,1761.252968258581,-0.030127088568099675
Uncontrolled,Cell 1,2500.0,1.25,0.0,1.25,3.7778725469723367,0.5833333333333341,1765.138158828864,-0.030184920659673285
Uncontrolled,Cell 2,2500.0,1.25,0.0,1.25,3.7406935223551683,0.5389115646258525,1765.137667146566,-0.030099473563702184
Uncontrolled,Cell 3,2500.0,1.25,0.0,1.25,3.702259552277498,0.4895035460992913,1765.1367394949848,-0.030145565154865342
Uncontrolled,Cell 4,2500.0,1.25,0.0,1.25,3.7596690792393055,0.5611447811447865,1765.1380901345765,-0.0301256434086554
Uncontrolled,Cell 1,2510.0,1.25,0.0,1.25,3.777237623018196,0.5826388888888897,1768.9040349347124,-0.030182385433904984
Uncontrolled,Cell 2,2510.0,1.25,0.0,1.25,3.740006775048007,0.5382029478458072,1768.9042475078568,-0.030099177601123683
Uncontrolled,Cell 3,2510.0,1.25,0.0,1.25,3.7015969687564287,0.4887647754137121,1768.9040190096348,-0.030147490684498575
Uncontrolled,Cell 4,2510.0,1.25,0.0,1.25,3.7590061968313484,0.5604433221099941,1768.9043181774905,-0.03012423569994315
Uncontrolled,Cell 1,2520.0,1.25,0.0,1.25,3.7766030177477523,0.5819444444444453,1772.5537193925848,-0.03017988847326519
Uncontrolled,Cell 2,2520.0,1.25,0.0,1.25,3.739320798651104,0.5374943310657619,1772.552264782833,-0.03009891860907738
Uncontrolled,Cell 3,2520.0,1.25,0.0,1.25,3.7009369591800625,0.4880260047281329,1772.5526819674924,-0.030149453413132236
Uncontrolled,Cell 4,2520.0,1.25,0.0,1.25,3.7583434450190314,0.5597418630752018,1772.5531692516342,-0.030122865416591454
Uncontrolled,Cell 1,2530.0,1.25,0.0,1.25,3.7759682950287323,0.5812500000000008,1776.1241128777838,-0.03017742982058429
Uncontrolled,Cell 2,2530.0,1.25,0.0,1.25,3.7386351095071912,0.5367857142857166,1776.1229152477208,-0.03009869676327992
Uncontrolled,Cell 3,2530.0,1.25,0.0,1.25,3.700279077979541,0.4872872340425537,1776.1213045788245,-0.030151453623761194
Uncontrolled,Cell 4,2530.0,1.25,0.0,1.25,3.757680368178324,0.5590404040404094,1776.123691040866,-0.03012153266535936
Uncontrolled,Cell 1,2540.0,1.25,0.0,1.25,3.775333729858354,0.5805555555555564,1779.589138927804,-0.03017500937600534
Uncontrolled,Cell 2,2540.0,1.25,0.0,1.25,3.737950089816259,0.5360770975056713,1779.588411588251,-0.03009851192050875
Uncontrolled,Cell 3,2540.0,1.25,0.0,1.25,3.6996236145136194,0.4865484633569745,1779.5872599111826,-0.030153491167052446
Uncontrolled,Cell 4,2540.0,1.25,0.0,1.25,3.7570173067824424,0.5583389450056171,1779.588952041333,-0.030120237326189174
Uncontrolled,Cell 1,2550.0,1.25,0.0,1.25,3.7746993053625686,0.5798611111111119,1782.9487975426455,-0.030172627098713732
Uncontrolled,Cell 2,2550.0,1.25,0.0,1.25,3.737265773325956,0.535368480725626,1782.9487538044777,-0.03009836406589624
Uncontrolled,Cell 3,2550.0,1.25,0.0,1.25,3.6989706121850014,0.4858096926713953,1782.9482707302377,-0.03015556603716182
Uncontrolled,Cell 4,2550.0,1.25,0.0,1.25,3.7563542778919086,0.5576374859708247,1782.9489522530785,-0.030118979371520777
Uncontrolled,Cell 1,2560.0,1.25,0.0,1.25,3.7740650060883314,0.5791666666666675,1786.2030887222973,-0.0301702829483687
Uncontrolled,Cell 2,2560.0,1.25,0.0,1.25,3.7365821938543764,0.5346598639455807,1786.2039418963905,-0.03009825318500734
Uncontrolled,Cell 3,2560.0,1.25,0.0,1.25,3.698320086233067,0.4850709219858161,1786.2043370359388,-0.03015767824484147
Uncontrolled,Cell 4,2560.0,1.25,0.0,1.25,3.755691299323136,0.5569360269360324,1786.2036916760517,-0.030117758774240732
Uncontrolled,Cell 1,2570.0,1.25,0.0,1.25,3.7734308179594414,0.578472222222223,1789.3520140870241,-0.030167976885105936
Uncontrolled,Cell 2,2570.0,1.25,0.0,1.25,3.735899385265016,0.5339512471655354,1789.353975863989,-0.03009817926383923
Uncontrolled,Cell 3,2570.0,1.25,0.0,1.25,3.697672051080353,0.4843321513002369,1789.355458828286,-0.03015982780128507
Uncontrolled,Cell 4,2570.0,1.25,0.0,1.25,3.755028389622138,0.55623456790124,1789.3531703102744,-0.030116575507681622
Uncontrolled,Cell 1,2580.0,1.25,0.0,1.25,3.7727962782874265,0.5777777777777786,1792.4367342157275,-0.03016570896903275
Uncontrolled,Cell 2,2580.0,1.25,0.0,1.25,3.7352169348335136,0.5332426303854901,1792.436009466881,-0.030098142462543213
Uncontrolled,Cell 3,2580.0,1.25,0.0,1.25,3.697026145067009,0.4835933806146577,1792.4348645380524,-0.03016201495163012
Uncontrolled,Cell 4,2580.0,1.25,0.0,1.25,3.7543651121708725,0.5555331088664477,1792.4365468892283,-0.030115429684179813
Uncontrolled,Cell 1,2590.0,1.25,0.0,1.25,3.772161674986748,0.5770833333333342,1795.429628265636,-0.030163479098218253
Uncontrolled,Cell 2,2590.0,1.25,0.0,1.25,3.7345351241545197,0.5325340136054448,1795.429397881715,-0.030098142675126997
Uncontrolled,Cell 3,2590.0,1.25,0.0,1.25,3.6963825395810543,0.48285460992907847,1795.428727260667,-0.03016423961445133
Uncontrolled,Cell 4,2590.0,1.25,0.0,1.25,3.753701765927164,0.5548316498316553,1795.4296880688162,-0.030114321196278025
Uncontrolled,Cell 1,2600.0,1.25,0.0,1.25,3.771526996901926,0.5763888888888897,1798.3306962367133,-0.030161287235794327
Uncontrolled,Cell 2,2600.0,1.25,0.0,1.25,3.7338540225141355,0.5318253968253995,1798.3311840152091,-0.030098179876816962
Uncontrolled,Cell 3,2600.0,1.25,0.0,1.25,3.695741313901735,0.48211583924349927,1798.3312107063248,-0.030166501763238554
Uncontrolled,Cell 4,2600.0,1.25,0.0,1.25,3.7530383879012335,0.554130190796863,1798.3311143796782,-0.03011325001507688
Uncontrolled,Cell 1,2610.0,1.25,0.0,1.25,3.770892234181142,0.5756944444444453,1801.1399381290248,-0.03015913334535719
Uncontrolled,Cell 2,2610.0,1.25,0.0,1.25,3.733173663670675,0.5311167800453542,1801.1413678673707,-0.03009825405697491
Uncontrolled,Cell 3,2610.0,1.25,0.0,1.25,3.695102480458658,0.48137706855792006,1801.1423148750182,-0.030168801412687588
Uncontrolled,Cell 4,2610.0,1.25,0.0,1.25,3.7523749985758577,0.5534287317620706,1801.1408258218544,-0.030112216117293075
Uncontrolled,Cell 1,2620.0,1.25,0.0,1.25,3.7702573782509443,0.5750000000000008,1803.8573539424906,-0.030157017390966327
Uncontrolled,Cell 2,2620.0,1.25,0.0,1.25,3.7324940813607204,0.5304081632653089,1803.859949438207,-0.030098365205390946
Uncontrolled,Cell 3,2620.0,1.25,0.0,1.25,3.6944660509121765,0.48063829787234086,1803.8620397667619,-0.030171138577937143
Uncontrolled,Cell 4,2620.0,1.25,0.0,1.25,3.7517116190737285,0.5527272727272783,1803.858822395261,-0.03011121948008279
Uncontrolled,Cell 1,2630.0,1.25,0.0,1.25,3.769622086867712,0.5743055555555564,1806.5145948936733,-0.030154939416173258
Uncontrolled,Cell 2,2630.0,1.25,0.0,1.25,3.731814989781967,0.5296995464852636,1806.514695385289,-0.03009851344173876
Uncontrolled,Cell 3,2630.0,1.25,0.0,1.25,3.6938317805300196,0.47989952718676165,1806.514375810817,-0.030173513440627242
Uncontrolled,Cell 4,2630.0,1.25,0.0,1.25,3.7510479377935333,0.5520258136924859,1806.5148123191357,-0.03011026018712389
Uncontrolled,Cell 1,2640.0,1.25,0.0,1.25,3.7689865112562284,0.573611111111112,1809.0965964935567,-0.030152899351335746
Uncontrolled,Cell 2,2640.0,1.25,0.0,1.25,3.7311365208697307,0.5289909297052183,1809.0970512897984,-0.030098698719670223
Uncontrolled,Cell 3,2640.0,1.25,0.0,1.25,3.693199705222788,0.47916075650118245,1809.097091387739,-0.03017592600417947
Uncontrolled,Cell 4,2640.0,1.25,0.0,1.25,3.7503841081979936,0.5513243546576936,1809.0969887435203,-0.030109338177221823
Uncontrolled,Cell 1,2650.0,1.25,0.0,1.25,3.768350655110007,0.5729166666666675,1811.6024317906777,-0.030150897161370167
Uncontrolled,Cell 2,2650.0,1.25,0.0,1.25,3.7304587502244475,0.528282312925173,1811.60336174861,-0.030098921015158996
Uncontrolled,Cell 3,2650.0,1.25,0.0,1.25,3.6925699030306514,0.47842198581560325,1811.6038878995969,-0.030178376243613223
Uncontrolled,Cell 4,2650.0,1.25,0.0,1.25,3.7497201781269682,0.5506228956229012,1811.6030583071552,-0.030108453422517365
Uncontrolled,Cell 1,2660.0,1.25,0.0,1.25,3.7677145000062016,0.5722222222222231,1814.0333700692063,-0.030148932817240393
Uncontrolled,Cell 2,2660.0,1.25,0.0,1.25,3.7297816968378106,0.5275736961451277,1814.0348868710862,-0.030099180327526717
Uncontrolled,Cell 3,2660.0,1.25,0.0,1.25,3.6919423707616814,0.47768321513002404,1814.0360157366013,-0.03018086418654188
Uncontrolled,Cell 4,2660.0,1.25,0.0,1.25,3.7490561560607736,0.5499214365881089,1814.0342857626456,-0.030107605908348174
Uncontrolled,Cell 1,2670.0,1.25,0.0,1.25,3.767078028566615,0.5715277777777786,1816.3906806133818,-0.03014700629055504
Uncontrolled,Cell 2,2670.0,1.25,0.0,1.25,3.729105379627849,0.5268650793650824,1816.3928867666036,-0.030099476656715262
Uncontrolled,Cell 3,2670.0,1.25,0.0,1.25,3.691317104651407,0.47694444444444484,1816.3947252889557,-0.03018338986122838
Uncontrolled,Cell 4,2670.0,1.25,0.0,1.25,3.748392050962866,0.5492199775533165,1816.3919358625826,-0.03010679562067762
Uncontrolled,Cell 1,2680.0,1.25,0.0,1.25,3.766441224436933,0.5708333333333342,1818.6756327074581,-0.030145117553566095
Uncontrolled,Cell 2,2680.0,1.25,0.0,1.25,3.7284298174254795,0.5261564625850371,1818.6786215445536,-0.03009981000328662
Uncontrolled,Cell 3,2680.0,1.25,0.0,1.25,3.6906941003711027,0.47620567375886563,1818.6812669469145,-0.030185953296586007
Uncontrolled,Cell 4,2680.0,1.25,0.0,1.25,3.747727872262694,0.5485185185185242,1818.6772733595026,-0.03010602254609398
Uncontrolled,Cell 1,2690.0,1.25,0.0,1.25,3.7658040722662407,0.5701388888888897,1820.8894956356053,-0.030143266579167712
Uncontrolled,Cell 2,2690.0,1.25,0.0,1.25,3.727755028961354,0.5254478458049918,1820.8933513143274,-0.030100180368422467
Uncontrolled,Cell 3,2690.0,1.25,0.0,1.25,3.6900733530361647,0.47546690307328643,1820.8968911006814,-0.030188554522179067
Uncontrolled,Cell 4,2690.0,1.25,0.0,1.25,3.7470636298386775,0.5478170594837318,1820.8915630060292,-0.030105286671809693
Uncontrolled,Cell 1,2700.0,1.25,0.0,1.25,3.765166542545075,0.5694444444444453,1823.035254379207,-0.03014145334477269
Uncontrolled,Cell 2,2700.0,1.25,0.0,1.25,3.7270810326576114,0.5247392290249465,1823.038356900819,-0.030100587754007847
Uncontrolled,Cell 3,2700.0,1.25,0.0,1.25,3.6894548572146038,0.4747281323877072,1823.0428481404379,-0.03019119356822378
Uncontrolled,Cell 4,2700.0,1.25,0.0,1.25,3.7463993259237616,0.5471156004489395,1823.0369386241582,-0.030104587988393702
Uncontrolled,Cell 1,2710.0,1.25,0.0,1.25,3.7645285322517332,0.5687500000000009,1825.1242976865142,-0.030139677847894814
Uncontrolled,Cell 2,2710.0,1.25,0.0,1.25,3.7264077249582757,0.5240306122449012,1825.127839886154,-0.030101032215220966
Uncontrolled,Cell 3,2710.0,1.25,0.0,1.25,3.6888385150613705,0.473989361702128,1825.1311534922352,-0.03019387052955
Uncontrolled,Cell 4,2710.0,1.25,0.0,1.25,3.7457348639101657,0.5464141414141471,1825.1261955375812,-0.030103926521004982
Uncontrolled,Cell 1,2720.0,1.25,0.0,1.25,3.7638900910256936,0.5680555555555564,1827.1508103595188,-0.03013794004798765
Uncontrolled,Cell 2,2720.0,1.25,0.0,1.25,3.725735202399645,0.5233219954648559,1827.1547791952908,-0.03010151372231411
