cell_a_index,cell_b_index,cell_a_time_s,cell_b_time_s,cell_a_voltage_V,cell_b_voltage_V,voltage_difference_mV,cell_a_soc,cell_b_soc,soc_difference_percentage_points,cell_a_negative_gradient_mol_m3,cell_b_negative_gradient_mol_m3,cell_a_positive_gradient_mol_m3,cell_b_positive_gradient_mol_m3,cell_a_total_overpotential_V,cell_b_total_overpotential_V
43,75,410.0,730.0,3.5938796051921935,3.5944471127477793,0.5675075555857667,0.5027777777777778,0.49722222222222234,0.5555555555555425,-720.7266024486507,-751.4007384452816,4691.4011769624485,4210.636107972743,-0.09142749192566366,-0.09146717699375102
