cell,time_s,current_A,voltage_V,soc,capacity_ah,contact_resistance_ohm,negative_gradient_mol_m3,positive_gradient_mol_m3,negative_overpotential_V,positive_overpotential_V,total_overpotential_V
Cell 1,3570.0,0.0,3.8024686202883142,0.5499999999999992,5.0,0.012,0.00022496308156405576,277.8757224226647,0.0,0.0,0.0
Cell 1,3580.0,0.0,3.802543341016899,0.5499999999999992,5.0,0.012,0.0005620642223220784,269.82755291828653,0.0,0.0,0.0
Cell 1,3590.0,0.0,3.8026156757916514,0.5499999999999992,5.0,0.012,0.0005524910193344112,262.0114982572122,0.0,0.0,0.0
Cell 1,3600.0,0.0,3.802685738078857,0.5499999999999992,5.0,0.012,0.00046379928244277835,254.42036859536165,0.0,0.0,0.0
Cell 2,0.0,2.5,3.945280337275225,0.76,4.9,0.015,0.0,-3.637978807091713e-12,0.052008501163175104,-0.006443099967899859,-0.05845160113107496
Cell 2,10.0,2.5,3.9356908875930343,0.7585827664399093,4.9,0.015,-144.11156445649976,371.4393414412225,0.05183285943407003,-0.006428146453869552,-0.05826100588793959
Cell 2,20.0,2.5,3.9296861424720286,0.7571655328798186,4.9,0.015,-206.49818049634268,601.2054827769316,0.05174695625700739,-0.006419180764335634,-0.058166137021343024
Cell 2,30.0,2.5,3.9251471433766647,0.7557482993197279,4.9,0.015,-251.61441154240674,772.9422599004065,0.05167859042972815,-0.006412588305100845,-0.058091178734828997
Cell 2,40.0,2.5,3.9213751185554684,0.7543310657596372,4.9,0.015,-287.4577835723576,914.1582888839657,0.051618741929459304,-0.006407232376664456,-0.05802597430612376
Cell 2,50.0,2.5,3.9180832758563158,0.7529138321995464,4.9,0.015,-316.7075397971239,1036.1593776084374,0.051564276260708794,-0.006402651828645902,-0.0579669280893547
Cell 2,60.0,2.5,3.9151223470821352,0.7514965986394558,4.9,0.015,-340.8449604675152,1144.844529033664,0.05151351764819661,-0.00639860880137652,-0.05791212644957313
Cell 2,70.0,2.5,3.912405993758442,0.7500793650793651,4.9,0.015,-360.81883190386,1243.6206848516704,0.051465512054276095,-0.006394966322955183,-0.05786047837723128
Cell 2,80.0,2.5,3.9098814452385424,0.7486621315192744,4.9,0.015,-377.33290157021474,1334.552331380779,0.05141966658504698,-0.006391640403913223,-0.0578113069889602
Cell 2,90.0,2.5,3.9075106374271464,0.7472448979591837,4.9,0.015,-390.9826062299144,1419.1322294477213,0.05137555179400528,-0.006388571177513432,-0.05776412297151871
Cell 2,100.0,2.5,3.905266017543116,0.745827664399093,4.9,0.015,-402.26173287853817,1498.4369312608105,0.051332856908288094,-0.006385715595964605,-0.0577185725042527
Cell 2,110.0,2.5,3.9031274643774085,0.7444104308390023,4.9,0.015,-411.57646824389303,1573.2443671091423,0.05129135564843733,-0.006383042279017813,-0.05767439792745514
Cell 2,120.0,2.5,3.9010797981765,0.7429931972789116,4.9,0.015,-419.26341205141944,1644.1332024011172,0.05125087896099638,-0.006380527586699039,-0.05763140654769542
Cell 2,130.0,2.5,3.899110747523546,0.7415759637188208,4.9,0.015,-425.6044434901851,1711.5676114942216,0.051211292552800956,-0.006378152609052609,-0.05758944516185357
Cell 2,140.0,2.5,3.897209860440906,0.7401587301587301,4.9,0.015,-430.83779762280756,1775.9424987289785,0.05117248476156935,-0.00637590155046473,-0.057548386312034086
Cell 2,150.0,2.5,3.8953690580582676,0.7387414965986394,4.9,0.015,-435.15445371203896,1837.5532835642625,0.05113437231127515,-0.00637376216843778,-0.05750813447971293
Cell 2,160.0,2.5,3.893581301256081,0.7373242630385488,4.9,0.015,-438.71456111738735,1896.6552644335607,0.051096885435003514,-0.006371724003150466,-0.05746860943815398
Cell 2,170.0,2.5,3.8918407295489392,0.7359070294784581,4.9,0.015,-441.64868377482344,1953.4548854109198,0.05105996905306974,-0.006369778422951125,-0.057429747476020865
Cell 2,180.0,2.5,3.8901424368414252,0.7344897959183674,4.9,0.015,-444.06249928335455,2008.1184979724603,0.05102358008621894,-0.006367918256408499,-0.05739149834262744
Cell 2,190.0,2.5,3.888481687200636,0.7330725623582767,4.9,0.015,-446.04829180628076,2060.8089041956882,0.0509876785530732,-0.006366136849431841,-0.05735381540250504
Cell 2,200.0,2.5,3.886854312322866,0.731655328798186,4.9,0.015,-447.6826054606827,2111.665405288066,0.0509522317889714,-0.006364428469302522,-0.05731666025827392
Cell 2,210.0,2.5,3.8852566293392368,0.7302380952380952,4.9,0.015,-449.0283817355921,2160.8070611870644,0.05091721311153144,-0.006362788163153364,-0.05728000127468481
Cell 2,220.0,2.5,3.8836852396411077,0.7288208616780045,4.9,0.015,-450.13899505508016,2208.341757725899,0.0508825995956708,-0.006361211505060679,-0.05724381110073148
Cell 2,230.0,2.5,3.8821373028418944,0.7274036281179138,4.9,0.015,-451.0558944214208,2254.352372654197,0.05084837466192069,-0.006359694841444235,-0.05720806950336492
Cell 2,240.0,2.5,3.880610150029139,0.7259863945578231,4.9,0.015,-451.8130412597202,2298.9151778574706,0.05081452397735345,-0.006358234857063794,-0.05717275883441724
Cell 2,250.0,2.5,3.879101451175032,0.7245691609977324,4.9,0.015,-452.4373910743416,2342.091387558801,0.05078103689107325,-0.0063568287182695716,-0.05713786560934282
Cell 2,260.0,2.5,3.8776088642636406,0.7231519274376417,4.9,0.015,-452.95193523136186,2383.9441199296634,0.05074790291119553,-0.0063554737103103005,-0.05710337662150583
Cell 2,270.0,2.5,3.876130284925004,0.7217346938775511,4.9,0.015,-453.37467193171324,2424.5259751902013,0.050715114047996626,-0.006354167466931609,-0.05706928151492824
Cell 2,280.0,2.5,3.8746636438366444,0.7203174603174604,4.9,0.015,-453.7211960069253,2463.8888692637483,0.05068266273249763,-0.00635290776477445,-0.05703557049727208
Cell 2,290.0,2.5,3.873206778253081,0.7189002267573696,4.9,0.015,-454.0074153601381,2502.090452074248,0.050650540392625176,-0.006351692408347361,-0.05700223280097254
Cell 2,300.0,2.5,3.871758620434821,0.7174829931972789,4.9,0.015,-454.2304235487536,2539.1343233205844,0.05061874974951211,-0.0063505202435525515,-0.05696926999306466
Cell 2,310.0,2.5,3.8703169993983457,0.7160657596371882,4.9,0.015,-454.40536202004296,2575.0803861760614,0.05058728180716101,-0.006349389229118252,-0.05693667103627926
Cell 2,320.0,2.5,3.868879750929452,0.7146485260770975,4.9,0.015,-454.5475231778546,2609.9890684748643,0.050556127604186346,-0.006348297444854141,-0.05690442504904049
Cell 2,330.0,2.5,3.867444567313828,0.7132312925170068,4.9,0.015,-454.6748215991538,2643.9287156595565,0.05052527675134791,-0.006347242972778534,-0.05687251972412644
Cell 2,340.0,2.5,3.8660124969598755,0.7118140589569161,4.9,0.015,-454.7439517224011,2676.7999912275372,0.05049475270880353,-0.006346226557426204,-0.05684097926622973
Cell 2,350.0,2.5,3.864580232531032,0.7103968253968254,4.9,0.015,-454.7921200607052,2708.723423276202,0.050464534162100096,-0.006345245574127467,-0.05680977973622756
Cell 2,360.0,2.5,3.8631454821544535,0.7089795918367346,4.9,0.015,-454.83864667672606,2739.769142457073,0.05043461031809398,-0.006344298330889885,-0.05677890864898386
Cell 2,370.0,2.5,3.8617060359742417,0.707562358276644,4.9,0.015,-454.9017000788772,2770.0037324868026,0.05040497133061833,-0.006343383310393316,-0.05674835464101165
Cell 2,380.0,2.5,3.8602637807789675,0.7061451247165533,4.9,0.015,-454.9208756102271,2799.2906450049995,0.05037564713949951,-0.00634250183702913,-0.056718148976528646
Cell 2,390.0,2.5,3.8588153300547057,0.7047278911564626,4.9,0.015,-454.9392423295649,2827.75826853935,0.05034661521751118,-0.006341651579603332,-0.056688266797114514
Cell 2,400.0,2.5,3.857358959811378,0.7033106575963719,4.9,0.015,-454.9686775162445,2855.453045655093,0.050317869382545594,-0.006340831451651138,-0.05665870083419673
Cell 2,410.0,2.5,3.8558931770589497,0.7018934240362812,4.9,0.015,-455.01685026797713,2882.4113361456402,0.050289405492060596,-0.006340040565530035,-0.056629446057590634
Cell 2,420.0,2.5,3.854418474518284,0.7004761904761905,4.9,0.015,-455.0487591644451,2908.5734595781432,0.05026123777891964,-0.0063392792195689175,-0.05660051699848855
Cell 2,430.0,2.5,3.8529329574992985,0.6990589569160998,4.9,0.015,-455.08402241868316,2934.0007467861433,0.05023335684996533,-0.006338546250433406,-0.05657190310039873
Cell 2,440.0,2.5,3.851435706714875,0.6976417233560092,4.9,0.015,-455.12227737313515,2958.708919524488,0.05020576207864846,-0.006337841089499135,-0.05654360316814759
Cell 2,450.0,2.5,3.8499258712104742,0.6962244897959184,4.9,0.015,-455.1623433630666,2982.7134315339754,0.05017845283790617,-0.006337163191983558,-0.056515616029889734
Cell 2,460.0,2.5,3.848402502414065,0.6948072562358277,4.9,0.015,-455.2021217103829,3006.037373167608,0.050151427279547245,-0.0063365119467824445,-0.05648793922632969
Cell 2,470.0,2.5,3.84686505093014,0.693390022675737,4.9,0.015,-455.238820113409,3028.689267081263,0.05012468580525341,-0.00633588693129851,-0.05646057273655192
Cell 2,480.0,2.5,3.8453129909223227,0.6919727891156463,4.9,0.015,-455.2687480704917,3050.6806785900226,0.0500982282829766,-0.006335287698025651,-0.056433515981002255
Cell 2,490.0,2.5,3.8437458046577513,0.6905555555555556,4.9,0.015,-455.2904337475193,3072.0276077930794,0.05007205367285815,-0.006334713772309681,-0.05640676744516783
Cell 2,500.0,2.5,3.8421627422293287,0.689138321995465,4.9,0.015,-455.31062604065664,3092.76209775636,0.05004615797787925,-0.0063341645590373535,-0.056380322536916605
Cell 2,510.0,2.5,3.8405636036027433,0.6877210884353743,4.9,0.015,-455.32501034031884,3112.8952938090915,0.05002054102642079,-0.00633363967645761,-0.0563541807028784
Cell 2,520.0,2.5,3.8389480995331198,0.6863038548752836,4.9,0.015,-455.33425040857765,3132.4483278500957,0.04999520080377099,-0.006333138673443716,-0.0563283394772147
Cell 2,530.0,2.5,3.8373161461523164,0.6848866213151928,4.9,0.015,-455.33889961120803,3151.438974626257,0.0499701357608853,-0.006332661152370649,-0.056302796913255945
Cell 2,540.0,2.5,3.835668014371231,0.6834693877551021,4.9,0.015,-455.33836067706943,3169.8755257307166,0.04994534570519338,-0.0063322068113035816,-0.05627755251649696
Cell 2,550.0,2.5,3.83400371440995,0.6820521541950114,4.9,0.015,-455.33596806308196,3187.783779438905,0.04992082772285684,-0.006331775219292298,-0.056252602942149135
Cell 2,560.0,2.5,3.8323235174016754,0.6806349206349207,4.9,0.015,-455.3348767825846,3205.1843047117036,0.049896579657028914,-0.006331366014300816,-0.05622794567132973
Cell 2,570.0,2.5,3.830627903483407,0.6792176870748301,4.9,0.015,-455.3373574745201,3222.0947663707884,0.04987259979726365,-0.00633097887548511,-0.05620357867274876
Cell 2,580.0,2.5,3.828917755401699,0.6778004535147394,4.9,0.015,-455.34073864683523,3238.521602972276,0.04984888819000224,-0.0063306135692332115,-0.056179501759235445
Cell 2,590.0,2.5,3.8271940135390885,0.6763832199546487,4.9,0.015,-455.34488733847684,3254.475060848443,0.04982544415599152,-0.006330269841151706,-0.056155713997143225
Cell 2,600.0,2.5,3.825458371960782,0.674965986394558,4.9,0.015,-455.3481661630358,3269.8882169681783,0.04980226704123501,-0.006329947622413775,-0.05613221466364879
Cell 2,610.0,2.5,3.8237108010767207,0.6735487528344672,4.9,0.015,-455.3509789896416,3284.9139996248086,0.04977935521633706,-0.006329646304956958,-0.056109001521294014
Cell 2,620.0,2.5,3.8219529142506863,0.6721315192743765,4.9,0.015,-455.3533368174285,3299.5224010048078,0.049756707575316424,-0.006329365763275009,-0.05608607333859143
Cell 2,630.0,2.5,3.8201861572070057,0.6707142857142858,4.9,0.015,-455.3553231112819,3313.7170130192862,0.04973432301067534,-0.006329105790798526,-0.056063428801473865
Cell 2,640.0,2.5,3.818411880190699,0.6692970521541952,4.9,0.015,-455.3570450975967,3327.5248923924773,0.04971220043074276,-0.006328866144979726,-0.056041066575722484
Cell 2,650.0,2.5,3.816631560358096,0.6678798185941045,4.9,0.015,-455.35860149255313,3340.967218599799,0.04969033876149445,-0.006328646612230571,-0.05601898537372502
Cell 2,660.0,2.5,3.8148471718899213,0.6664625850340138,4.9,0.015,-455.35987641579777,3354.0191296055164,0.04966873699856424,-0.0063284470720338425,-0.05599718407059809
Cell 2,670.0,2.5,3.8130604990651946,0.6650453514739231,4.9,0.015,-455.3608698673452,3366.6806254096155,0.04964739412260547,-0.006328267350373457,-0.05597566147297893
Cell 2,680.0,2.5,3.8112733501348495,0.6636281179138324,4.9,0.015,-455.3615818471626,3378.9517060120925,0.04962630912903467,-0.006328107274342462,-0.05595441640337714
Cell 2,690.0,2.5,3.809487076927621,0.6622108843537416,4.9,0.015,-455.3621979713862,3390.8818772224913,0.04960548098512711,-0.006327966615769789,-0.0559334476008969
Cell 2,700.0,2.5,3.807703596813558,0.6607936507936509,4.9,0.015,-455.36266719366176,3402.4575244305706,0.049584908728590775,-0.006327845241582602,-0.055912753970173375
Cell 2,710.0,2.5,3.8059245273969378,0.6593764172335603,4.9,0.015,-455.3630258286139,3413.6938918901687,0.049564591392124505,-0.006327742987780579,-0.05589233437990508
Cell 2,720.0,2.5,3.804151376334383,0.6579591836734696,4.9,0.015,-455.3633287198245,3424.611837410328,0.049544528018977664,-0.00632765969732164,-0.0558721877162993
Cell 2,730.0,2.5,3.8023858699973654,0.6565419501133789,4.9,0.015,-455.3635443112107,3435.1999385449453,0.04952471768448347,-0.006327595242403377,-0.055852312926886846
Cell 2,740.0,2.5,3.80062920286392,0.6551247165532882,4.9,0.015,-455.3637368262862,3445.496225305302,0.049505159459340004,-0.0063275494737574335,-0.055832708933097434
Cell 2,750.0,2.5,3.798882945997469,0.6537074829931975,4.9,0.015,-455.36387868560996,3455.4843665027875,0.04948585244545586,-0.006327522274334718,-0.05581337471979057
Cell 2,760.0,2.5,3.7971482305815725,0.6522902494331068,4.9,0.015,-455.3639893820946,3465.1849922602414,0.049466795749786775,-0.006327513517992881,-0.05579430926777966
Cell 2,770.0,2.5,3.795426121459254,0.650873015873016,4.9,0.015,-455.3640816947045,3474.6116270719394,0.04944798849415113,-0.006327523090495209,-0.05577551158464634
Cell 2,780.0,2.5,3.793717699873729,0.6494557823129253,4.9,0.015,-455.36415214997396,3483.7605947976845,0.04942942981663606,-0.006327550881171178,-0.05575698069780724
Cell 2,790.0,2.5,3.792023842098196,0.6480385487528346,4.9,0.015,-455.3642045561428,3492.635925868908,0.04941111886738389,-0.006327596781311929,-0.05573871564869582
Cell 2,800.0,2.5,3.790345194561102,0.646621315192744,4.9,0.015,-455.36424285473186,3501.2522728772456,0.049393054809737505,-0.00632766069124781,-0.05572071550098531
Cell 2,810.0,2.5,3.788682289437261,0.6452040816326533,4.9,0.015,-455.3642709455962,3509.62096618125,0.049375236820141506,-0.006327742517931429,-0.05570297933807294
Cell 2,820.0,2.5,3.78703560273473,0.6437868480725626,4.9,0.015,-455.36429260477234,3517.743470347381,0.049357664088035935,-0.006327842167074087,-0.055685506255110026
Cell 2,830.0,2.5,3.785405430724128,0.6423696145124719,4.9,0.015,-455.3643116747917,3525.6265443310476,0.04934033581572709,-0.006327959551125258,-0.05566829536685235
Cell 2,840.0,2.5,3.7837919305468386,0.6409523809523812,4.9,0.015,-455.3643260268582,3533.2785170888856,0.049323251219189033,-0.006328094588204435,-0.05565134580739347
Cell 2,850.0,2.5,3.7821951369496056,0.6395351473922904,4.9,0.015,-455.3643341452589,3540.707556383044,0.049306409526908665,-0.00632824720133504,-0.055634656728243706
Cell 2,860.0,2.5,3.7806149805269063,0.6381179138321997,4.9,0.015,-455.36434175806426,3547.9199254060295,0.04928980997881177,-0.006328417316685127,-0.0556182272954969
Cell 2,870.0,2.5,3.779051279980152,0.6367006802721091,4.9,0.015,-455.36435101585084,3554.9228279561394,0.049273451827807575,-0.00632860486562515,-0.055602056693432725
Cell 2,880.0,2.5,3.777503778764563,0.6352834467120184,4.9,0.015,-455.36435962324686,3561.7214627557078,0.04925733433978225,-0.006328809779928541,-0.055586144119710794
Cell 2,890.0,2.5,3.7759721368322974,0.6338662131519277,4.9,0.015,-455.36436463286736,3568.3207344808034,0.04924145679291009,-0.006329031993876717,-0.055570488786786804
Cell 2,900.0,2.5,3.774455903445662,0.632448979591837,4.9,0.015,-455.3643699887325,3574.728655736417,0.049225818476488784,-0.006329271452197308,-0.05555508992868609
Cell 2,910.0,2.5,3.7729545763906733,0.6310317460317463,4.9,0.015,-455.3643764413064,3580.9517988895714,0.04921041869231531,-0.006329528100956484,-0.05553994679327179
Cell 2,920.0,2.5,3.771467637251764,0.6296145124716557,4.9,0.015,-455.36438211581117,3586.9925959433604,0.04919525675449446,-0.006329801880092058,-0.05552505863458652
Cell 2,930.0,2.5,3.7699945279510656,0.6281972789115648,4.9,0.015,-455.36438468154665,3592.852759864727,0.04918033198901594,-0.0063300927291921015,-0.05551042471820804
Cell 2,940.0,2.5,3.768534571726405,0.6267800453514742,4.9,0.015,-455.3643869445914,3598.542104978096,0.049165643732893165,-0.006330400611324471,-0.055496044344217635
Cell 2,950.0,2.5,3.7670870997545394,0.6253628117913835,4.9,0.015,-455.3643892725304,3604.0665997088254,0.049151191335154366,-0.006330725484336347,-0.05548191681949071
Cell 2,960.0,2.5,3.765651421245901,0.6239455782312928,4.9,0.015,-455.36439203289046,3609.432212482254,0.049136974156406076,-0.006331067309721547,-0.055468041466127625
Cell 2,970.0,2.5,3.7642268308050766,0.6225283446712021,4.9,0.015,-455.36439559319115,3614.6449117237353,0.04912299156874888,-0.006331426052610426,-0.0554544176213593
Cell 2,980.0,2.5,3.7628126594007694,0.6211111111111114,4.9,0.015,-455.36439914463335,3619.706183565788,0.04910924295585078,-0.006331801667182039,-0.055441044623032815
Cell 2,990.0,2.5,3.761408279150522,0.6196938775510208,4.9,0.015,-455.36440076786675,3624.6132830254355,0.04909572771284465,-0.006332194094236044,-0.05542792180708069
Cell 2,1000.0,2.5,3.760012922241084,0.61827664399093,4.9,0.015,-455.3644023679335,3629.378036642909,0.04908244524560496,-0.006332603324745343,-0.0554150485703503
Cell 2,1010.0,2.5,3.7586258966821005,0.6168594104308394,4.9,0.015,-455.364404053631,3634.0054270454093,0.04906939497142038,-0.006333029331453455,-0.05540242430287383
Cell 2,1020.0,2.5,3.7572465233037873,0.6154421768707486,4.9,0.015,-455.36440593381485,3638.500436860111,0.0490565763186758,-0.006333472090127655,-0.055390048408803454
Cell 2,1030.0,2.5,3.755874139381598,0.6140249433106579,4.9,0.015,-455.36440811726425,3642.8680487141974,0.04904398872677833,-0.006333931579553171,-0.0553779203063315
Cell 2,1040.0,2.5,3.7545081288727236,0.6126077097505672,4.9,0.015,-455.36441041915896,3647.1104949445107,0.04903163164611966,-0.006334407770537486,-0.055366039416657145
Cell 2,1050.0,2.5,3.7531479708630577,0.6111904761904765,4.9,0.015,-455.36441187519085,3651.2227083199323,0.049019504538058686,-0.006334900605143988,-0.055354405143202674
Cell 2,1060.0,2.5,3.75179300902085,0.6097732426303859,4.9,0.015,-455.36441325274063,3655.2158390643854,0.04900760687455534,-0.006335410092152319,-0.05534301696670766
Cell 2,1070.0,2.5,3.750442682604535,0.6083560090702951,4.9,0.015,-455.36441456410466,3659.0939658668212,0.04899593813840191,-0.006335936215571936,-0.055331874353973846
Cell 2,1080.0,2.5,3.7490964583712274,0.6069387755102045,4.9,0.015,-455.3644158216266,3662.8611674163294,0.048984497823064924,-0.006336478961899539,-0.05532097678496446
Cell 2,1090.0,2.5,3.747753831579461,0.6055215419501138,4.9,0.015,-455.36441703753735,3666.5215224019557,0.048973285432620396,-0.006337038320116169,-0.05531032375273656
Cell 2,1100.0,2.5,3.7464143381046204,0.604104308390023,4.9,0.015,-455.36441820227265,3670.077944678902,0.048962300481692714,-0.006337614276253856,-0.05529991475794657
Cell 2,1110.0,2.5,3.745077626745239,0.6026870748299323,4.9,0.015,-455.3644191475287,3673.524911129025,0.04895154249540578,-0.006338206777709607,-0.055289749273115384
Cell 2,1120.0,2.5,3.743743228232763,0.6012698412698416,4.9,0.015,-455.3644199896771,3676.8720329353346,0.04894101100927903,-0.006338815843814282,-0.05527982685309331
Cell 2,1130.0,2.5,3.742410764257899,0.599852607709751,4.9,0.015,-455.364420727361,3680.122664988241,0.04893070556920877,-0.006339441467662029,-0.0552701470368708
Cell 2,1140.0,2.5,3.7410798862945103,0.5984353741496602,4.9,0.015,-455.364421359307,3683.280162178191,0.048920625731398694,-0.006340083644428476,-0.055260709375827166
Cell 2,1150.0,2.5,3.7397502752699423,0.5970181405895696,4.9,0.015,-455.3644218841837,3686.34787939566,0.048910771062303904,-0.006340742371369713,-0.05525151343367361
Cell 2,1160.0,2.5,3.738421641408478,0.5956009070294789,4.9,0.015,-455.36442230101966,3689.3291408575096,0.048901141138576146,-0.006341417647657927,-0.055242558786234075
Cell 2,1170.0,2.5,3.737093752878826,0.5941836734693882,4.9,0.015,-455.36442264318976,3692.2242759776927,0.048891735547007105,-0.00634210945814558,-0.05523384500515269
Cell 2,1180.0,2.5,3.735766382609442,0.5927664399092974,4.9,0.015,-455.3644229168349,3695.0359892401248,0.04888255388448291,-0.006342817801467743,-0.05522537168595065
Cell 2,1190.0,2.5,3.7344395902451426,0.5913492063492067,4.9,0.015,-455.3644231262442,3697.7392921439205,0.048873595757930884,-0.006343542528076767,-0.05521713828600765
Cell 2,1200.0,2.5,3.7331128132942966,0.5899319727891161,4.9,0.015,-455.364423305964,3700.3785681955706,0.04886486078426766,-0.00634428386030461,-0.05520914464457227
Cell 2,1200.0000000000002,0.0,3.7883219579388685,0.589931972789116,4.9,0.015,-455.364423305964,3700.3785681955706,0.0,0.0,0.0
Cell 2,1210.0,0.0,3.796837608172824,0.589931972789116,4.9,0.015,-311.2824987817148,3331.537723131536,0.0,0.0,0.0
Cell 2,1220.0,0.0,3.8016575586260983,0.589931972789116,4.9,0.015,-248.848651806853,3104.2436946279813,0.0,0.0,0.0
Cell 2,1230.0,0.0,3.8050187981960173,0.589931972789116,4.9,0.015,-203.7495167655943,2934.937925296199,0.0,0.0,0.0
Cell 2,1240.0,0.0,3.8076264302904086,0.589931972789116,4.9,0.015,-167.90937887889595,2796.090398591281,0.0,0.0,0.0
Cell 2,1250.0,0.0,3.809767215544176,0.589931972789116,4.9,0.015,-138.6610049636838,2676.38063494605,0.0,0.0,0.0
Cell 2,1260.0,0.0,3.8115898467814704,0.589931972789116,4.9,0.015,-114.51892847939598,2569.902598826393,0.0,0.0,0.0
Cell 2,1270.0,0.0,3.8131788187432845,0.589931972789116,4.9,0.015,-94.54607239065444,2473.287296431554,0.0,0.0,0.0
Cell 2,1280.0,0.0,3.814586306052709,0.589931972789116,4.9,0.015,-78.03272487995491,2384.453044494214,0.0,0.0,0.0
Cell 2,1290.0,0.0,3.8158495124199945,0.589931972789116,4.9,0.015,-64.38257236340723,2301.9054937133624,0.0,0.0,0.0
Cell 2,1300.0,0.0,3.816995076546359,0.589931972789116,4.9,0.015,-53.10277785224025,2224.5709900882903,0.0,0.0,0.0
Cell 2,1310.0,0.0,3.818042132624496,0.589931972789116,4.9,0.015,-43.787784874268254,2151.678515639902,0.0,0.0,0.0
Cell 2,1320.0,0.0,3.8190049501921113,0.589931972789116,4.9,0.015,-36.10128312946108,2082.653535095389,0.0,0.0,0.0
Cell 2,1330.0,0.0,3.819895170117823,0.589931972789116,4.9,0.015,-29.759844551732385,2017.0250981252793,0.0,0.0,0.0
Cell 2,1340.0,0.0,3.8207222041142304,0.589931972789116,4.9,0.015,-24.528279062651563,1954.4117286116343,0.0,0.0,0.0
Cell 2,1350.0,0.0,3.821493895735843,0.589931972789116,4.9,0.015,-20.20956755612133,1894.4945992219727,0.0,0.0,0.0
Cell 2,1360.0,0.0,3.8222157439089566,0.589931972789116,4.9,0.015,-16.651712851431512,1837.0545197001593,0.0,0.0,0.0
Cell 2,1370.0,0.0,3.8228933375894565,0.589931972789116,4.9,0.015,-13.718746727256075,1781.8640757265784,0.0,0.0,0.0
Cell 2,1380.0,0.0,3.8235306391119486,0.589931972789116,4.9,0.015,-11.30676249647513,1728.765769134643,0.0,0.0,0.0
Cell 2,1390.0,0.0,3.8241318465181107,0.589931972789116,4.9,0.015,-9.321001932170475,1677.5886517335166,0.0,0.0,0.0
Cell 2,1400.0,0.0,3.8247001897142137,0.589931972789116,4.9,0.015,-7.687267064909975,1628.2031884507414,0.0,0.0,0.0
Cell 2,1410.0,0.0,3.8252388429614945,0.589931972789116,4.9,0.015,-6.339250250468467,1580.4803075014097,0.0,0.0,0.0
Cell 2,1420.0,0.0,3.825750133381018,0.589931972789116,4.9,0.015,-5.227532807020907,1534.3276619348471,0.0,0.0,0.0
Cell 2,1430.0,0.0,3.826236232945937,0.589931972789116,4.9,0.015,-4.309270861398545,1489.6584319444082,0.0,0.0,0.0
Cell 2,1440.0,0.0,3.826698891395652,0.589931972789116,4.9,0.015,-3.5518602974698297,1446.4036544275768,0.0,0.0,0.0
Cell 2,1450.0,0.0,3.8271397867812684,0.589931972789116,4.9,0.015,-2.9274306247389177,1404.4963347049015,0.0,0.0,0.0
Cell 2,1460.0,0.0,3.827560379579089,0.589931972789116,4.9,0.015,-2.4135576196676993,1363.878173710269,0.0,0.0,0.0
Cell 2,1470.0,0.0,3.8279619936269023,0.589931972789116,4.9,0.015,-1.9920511919081036,1324.4960256510712,0.0,0.0,0.0
Cell 2,1480.0,0.0,3.828346075088883,0.589931972789116,4.9,0.015,-1.6445741515744885,1286.2897397129054,0.0,0.0,0.0
Cell 2,1490.0,0.0,3.8287131908274725,0.589931972789116,4.9,0.015,-1.366981255941937,1249.2392434803405,0.0,0.0,0.0
Cell 2,1500.0,0.0,3.8290643780948455,0.589931972789116,4.9,0.015,-1.1485901247215224,1213.3013171062048,0.0,0.0,0.0
Cell 2,1510.0,0.0,3.8294010998430754,0.589931972789116,4.9,0.015,-0.9722261259812512,1178.4115127793739,0.0,0.0,0.0
Cell 2,1520.0,0.0,3.8297251375536123,0.589931972789116,4.9,0.015,-0.8152217786628171,1144.4890638499273,0.0,0.0,0.0
Cell 2,1530.0,0.0,3.8300343852968997,0.589931972789116,4.9,0.015,-0.7200395965737698,1111.6364405712666,0.0,0.0,0.0
Cell 2,1540.0,0.0,3.8303313233518477,0.589931972789116,4.9,0.015,-0.6516316296074365,1079.7379142102218,0.0,0.0,0.0
Cell 2,1550.0,0.0,3.8306175086528875,0.589931972789116,4.9,0.015,-0.5895712562487461,1048.720268567573,0.0,0.0,0.0
Cell 2,1560.0,0.0,3.83089440338202,0.589931972789116,4.9,0.015,-0.5145273984599044,1018.513741903309,0.0,0.0,0.0
Cell 2,1570.0,0.0,3.831159178431151,0.589931972789116,4.9,0.015,-0.48424061894547776,989.25305091669,0.0,0.0,0.0
Cell 2,1580.0,0.0,3.8314144808936943,0.589931972789116,4.9,0.015,-0.4565347373536497,960.8103507820852,0.0,0.0,0.0
Cell 2,1590.0,0.0,3.831661277570322,0.589931972789116,4.9,0.015,-0.41860764502416714,933.1372031840219,0.0,0.0,0.0
Cell 2,1600.0,0.0,3.8319000894183675,0.589931972789116,4.9,0.015,-0.3665346149755351,906.2060752721882,0.0,0.0,0.0
Cell 2,1610.0,0.0,3.832129839844609,0.589931972789116,4.9,0.015,-0.3298721691062383,880.0664777254678,0.0,0.0,0.0
Cell 2,1620.0,0.0,3.832351645866605,0.589931972789116,4.9,0.015,-0.29071551799279405,854.6609062844145,0.0,0.0,0.0
Cell 2,1630.0,0.0,3.83256574455247,0.589931972789116,4.9,0.015,-0.24919653492906946,829.9740442881957,0.0,0.0,0.0
Cell 2,1640.0,0.0,3.8327724169501165,0.589931972789116,4.9,0.015,-0.2066272014490096,805.9884878159901,0.0,0.0,0.0
