cell,time_s,current_A,voltage_V,soc,capacity_ah,contact_resistance_ohm,negative_gradient_mol_m3,positive_gradient_mol_m3,negative_overpotential_V,positive_overpotential_V,total_overpotential_V
Cell 2,3350.0,0.0,3.762313330309909,0.5048979591836726,4.9,0.015,-0.19307704518541868,529.37283726639,0.0,0.0,0.0
Cell 2,3360.0,0.0,3.7624861937261276,0.5048979591836726,4.9,0.015,-0.1530334798280819,514.128101897455,0.0,0.0,0.0
Cell 2,3370.0,0.0,3.7626526646391976,0.5048979591836726,4.9,0.015,-0.12224579253233969,499.3236574053226,0.0,0.0,0.0
Cell 2,3380.0,0.0,3.762813150552061,0.5048979591836726,4.9,0.015,-0.0966198352889478,484.9422763000839,0.0,0.0,0.0
Cell 2,3390.0,0.0,3.7629679479162643,0.5048979591836726,4.9,0.015,-0.07475096246344037,470.9707375295038,0.0,0.0,0.0
Cell 2,3400.0,0.0,3.763117231326841,0.5048979591836726,4.9,0.015,-0.05822163296943472,457.4002400842728,0.0,0.0,0.0
Cell 2,3410.0,0.0,3.763261250175655,0.5048979591836726,4.9,0.015,-0.04625114680493425,444.21902167594817,0.0,0.0,0.0
Cell 2,3420.0,0.0,3.7634003209052835,0.5048979591836726,4.9,0.015,-0.0359654251660686,431.4127808693811,0.0,0.0,0.0
Cell 2,3430.0,0.0,3.763534604245649,0.5048979591836726,4.9,0.015,-0.028249652747035725,418.97257736515166,0.0,0.0,0.0
Cell 2,3440.0,0.0,3.763664294476186,0.5048979591836726,4.9,0.015,-0.02278941524855327,406.8881343972389,0.0,0.0,0.0
Cell 2,3450.0,0.0,3.7637896287787083,0.5048979591836726,4.9,0.015,-0.018435833535477286,395.14816274750046,0.0,0.0,0.0
Cell 2,3460.0,0.0,3.763910767620514,0.5048979591836726,4.9,0.015,-0.015110699368960923,383.743274398832,0.0,0.0,0.0
Cell 2,3470.0,0.0,3.7640278782549244,0.5048979591836726,4.9,0.015,-0.01247650369805342,372.66394851941004,0.0,0.0,0.0
Cell 2,3480.0,0.0,3.7641411463436887,0.5048979591836726,4.9,0.015,-0.010377772641732008,361.9007275399126,0.0,0.0,0.0
Cell 2,3490.0,0.0,3.7642507275981147,0.5048979591836726,4.9,0.015,-0.008658972752527916,351.4446665567084,0.0,0.0,0.0
Cell 2,3500.0,0.0,3.764356750464344,0.5048979591836726,4.9,0.015,-0.007174614636824117,341.28730839658965,0.0,0.0,0.0
Cell 2,3510.0,0.0,3.764459339211114,0.5048979591836726,4.9,0.015,-0.005876199904378154,331.42046903480514,0.0,0.0,0.0
Cell 2,3520.0,0.0,3.764558605016867,0.5048979591836726,4.9,0.015,-0.0047786565683054505,321.8363204311827,0.0,0.0,0.0
Cell 2,3530.0,0.0,3.7646547166523985,0.5048979591836726,4.9,0.015,-0.003636057479525334,312.526165733565,0.0,0.0,0.0
Cell 2,3540.0,0.0,3.764747815790753,0.5048979591836726,4.9,0.015,-0.002330124676518608,303.4819066406344,0.0,0.0,0.0
Cell 2,3550.0,0.0,3.7648379631740405,0.5048979591836726,4.9,0.015,-0.001117247316869907,294.6969763770103,0.0,0.0,0.0
Cell 2,3560.0,0.0,3.764925247548142,0.5048979591836726,4.9,0.015,-0.00012870905811723787,286.16445207547804,0.0,0.0,0.0
Cell 2,3570.0,0.0,3.7650097474440343,0.5048979591836726,4.9,0.015,0.0004539717974694213,277.8777170286703,0.0,0.0,0.0
Cell 2,3580.0,0.0,3.7650915546342403,0.5048979591836726,4.9,0.015,0.0005934583241469227,269.82998577362014,0.0,0.0,0.0
Cell 2,3590.0,0.0,3.765170802219108,0.5048979591836726,4.9,0.015,0.0006294308695942163,262.01373532548314,0.0,0.0,0.0
Cell 2,3600.0,0.0,3.7652475763011415,0.5048979591836726,4.9,0.015,0.0005464925397973275,254.42249352208455,0.0,0.0,0.0
Cell 3,0.0,2.5,3.9095096089426438,0.72,4.7,0.022,-3.637978807091713e-12,0.0,0.05085512119151601,-0.00639180357258711,-0.05724692476410312
Cell 3,10.0,2.5,3.9005850174999863,0.7185224586288416,4.7,0.022,-144.1120524592552,371.43978981868713,0.05072092050561618,-0.006380963149121318,-0.05710188365473749
Cell 3,20.0,2.5,3.895038819818678,0.7170449172576832,4.7,0.022,-206.49549604082858,601.2040588739037,0.05065544319847883,-0.0063745862260469206,-0.05703002942452575
Cell 3,30.0,2.5,3.8908086867981164,0.7155673758865247,4.7,0.022,-251.6143929956961,772.9417121635015,0.05060340875342263,-0.00636996650220478,-0.056973375255627415
Cell 3,40.0,2.5,3.8872543808289963,0.7140898345153665,4.7,0.022,-287.458232265104,914.1602608459107,0.050557920020836075,-0.006366262235430103,-0.05692418225626618
Cell 3,50.0,2.5,3.8841159364853306,0.712612293144208,4.7,0.022,-316.70668315378134,1036.1563744910927,0.050516576413007976,-0.006363133133849261,-0.056879709546857234
Cell 3,60.0,2.5,3.8812575025325553,0.7111347517730496,4.7,0.022,-340.8455666484406,1144.84700342032,0.05047809189235871,-0.006360403659149192,-0.056838495551507905
Cell 3,70.0,2.5,3.8786011772920603,0.7096572104018912,4.7,0.022,-360.8190475849151,1243.621162377538,0.050441739803621495,-0.006357973373597382,-0.05679971317721888
Cell 3,80.0,2.5,3.8760989574652718,0.7081796690307328,4.7,0.022,-377.3325499061939,1334.5503497018653,0.050407064840330716,-0.006355780075570255,-0.05676284491590097
Cell 3,90.0,2.5,3.873716119324226,0.7067021276595744,4.7,0.022,-390.9823499200247,1419.130464936963,0.05037373801484998,-0.0063537796458275906,-0.056727517660677566
Cell 3,100.0,2.5,3.8714274892084686,0.705224586288416,4.7,0.022,-402.2618407290356,1498.4375560564004,0.05034152186983744,-0.0063519404391687686,-0.05669346230900621
Cell 3,110.0,2.5,3.8692146866094315,0.7037470449172577,4.7,0.022,-411.57677053419684,1573.246539647469,0.05031024409028755,-0.006350239374217969,-0.05666048346450552
Cell 3,120.0,2.5,3.86706380971679,0.7022695035460993,4.7,0.022,-419.2635311084887,1644.1342928075283,0.05027977590515595,-0.006348658989184572,-0.056628434894340524
Cell 3,130.0,2.5,3.8649634719803276,0.7007919621749409,4.7,0.022,-425.6047241513879,1711.5688902353068,0.05025001419638396,-0.006347185243732973,-0.05659719944011693
Cell 3,140.0,2.5,3.86290407488738,0.6993144208037825,4.7,0.022,-430.8375401221565,1775.9417439208883,0.05022087457529115,-0.006345806588292442,-0.05656668116358359
Cell 3,150.0,2.5,3.8608780133581333,0.6978368794326241,4.7,0.022,-435.1551137174829,1837.5567021139104,0.050192292201808354,-0.006344513819565168,-0.05653680602137352
Cell 3,160.0,2.5,3.8588791892981202,0.6963593380614657,4.7,0.022,-438.7135827788843,1896.6525837857007,0.05016421692738245,-0.006343299458590917,-0.05650751638597337
Cell 3,170.0,2.5,3.8569019243031,0.6948817966903073,4.7,0.022,-441.6479780829395,1953.4539177512888,0.05013660385338839,-0.006342156844177971,-0.05647876069756636
Cell 3,180.0,2.5,3.8549421777189807,0.693404255319149,4.7,0.022,-444.0608300598651,2008.1141523792285,0.05010942252940209,-0.006341080806219255,-0.05645050333562135
Cell 3,190.0,2.5,3.852995661231661,0.6919267139479905,4.7,0.022,-446.04635813552886,2060.803726232436,0.05008264147399884,-0.006340066353363228,-0.05642270782736206
Cell 3,200.0,2.5,3.851058928939391,0.6904491725768321,4.7,0.022,-447.68035486118606,2111.6594584445047,0.05005623647543573,-0.006339109309202507,-0.056395345784638236
Cell 3,210.0,2.5,3.8491289299315437,0.6889716312056737,4.7,0.022,-449.02743690474017,2160.8056559950746,0.0500301866280613,-0.006338205970405859,-0.05636839259846716
Cell 3,220.0,2.5,3.84720331177466,0.6874940898345153,4.7,0.022,-450.1380421620597,2208.3406637472945,0.050004476297557554,-0.00633735321417497,-0.05634182951173253
Cell 3,230.0,2.5,3.8452800739785316,0.6860165484633569,4.7,0.022,-451.0555729413063,2254.3531703375265,0.049979092138845965,-0.006336548253350318,-0.05631564039219628
Cell 3,240.0,2.5,3.84335771856647,0.6845390070921985,4.7,0.022,-451.81292907397074,2298.915876872983,0.049954024028772616,-0.00633578867095035,-0.05628981269972297
Cell 3,250.0,2.5,3.841435123107029,0.6830614657210401,4.7,0.022,-452.4372954800019,2342.091577733776,0.04992926381404327,-0.006335072317978165,-0.056264336132021434
Cell 3,260.0,2.5,3.839511317802113,0.6815839243498818,4.7,0.022,-452.95171799334275,2383.9434424699466,0.04990480370969711,-0.00633439718966909,-0.0562392008993662
Cell 3,270.0,2.5,3.837585755876995,0.6801063829787234,4.7,0.022,-453.3737872068341,2424.5229174691194,0.04988063801997924,-0.00633376152818959,-0.05621439954816883
Cell 3,280.0,2.5,3.8356579418631185,0.678628841607565,4.7,0.022,-453.7204182578207,2463.886406292433,0.049856760491709166,-0.006333163653474295,-0.056189924145183465
Cell 3,290.0,2.5,3.833727762875731,0.6771513002364066,4.7,0.022,-454.0038224779855,2502.0803453595945,0.04983316658104376,-0.006332602087149361,-0.056165768668193124
Cell 3,300.0,2.5,3.831796008450883,0.6756737588652482,4.7,0.022,-454.22466784409335,2539.1183873906666,0.04980985676412092,-0.006332075697369302,-0.05614193246149022
Cell 3,310.0,2.5,3.8298624803772308,0.6741962174940898,4.7,0.022,-454.3993912190308,2575.064318504974,0.04978682390573783,-0.00633158304395458,-0.05611840694969241
Cell 3,320.0,2.5,3.8279269989557965,0.6727186761229313,4.7,0.022,-454.54606722551034,2609.98668679424,0.04976406032764922,-0.00633112277979015,-0.05609518310743937
Cell 3,330.0,2.5,3.8259907641830355,0.671241134751773,4.7,0.022,-454.6629046001217,2643.8992741379807,0.04974156664464005,-0.006330694024300185,-0.056072260668940235
Cell 3,340.0,2.5,3.8240562152173956,0.6697635933806146,4.7,0.022,-454.73087966757885,2676.7676608510956,0.049719350322503617,-0.00633029621145837,-0.05604964653396199
Cell 3,350.0,2.5,3.8221225499335043,0.6682860520094562,4.7,0.022,-454.78309072587945,2708.701871106874,0.0496973975159298,-0.006329927953460008,-0.05602732546938981
