time_s,current_A,voltage_V,soc,negative_particle_average_mol_m3,negative_particle_surface_mol_m3,negative_surface_minus_average_mol_m3,positive_particle_average_mol_m3,positive_particle_surface_mol_m3,positive_surface_minus_average_mol_m3,negative_overpotential_V,positive_overpotential_V,total_overpotential_V
540.0,5.0,3.710706541327644,0.6500000000000001,20411.55186282554,19500.850085936334,-910.7017768892074,27252.073238829013,33591.89062557105,6339.817386742041,0.07917746873066123,-0.012587366964735993,-0.09176483569539721
550.0,5.0,3.7069906791034866,0.6472222222222224,20332.589563746285,19421.882681417585,-910.7068823287009,27330.811090210384,33706.46491037811,6375.653820167729,0.07913719584108907,-0.012590359300645528,-0.0917275551417346
560.0,5.0,3.7033410517707446,0.6444444444444446,20253.627079821843,19342.91533850277,-910.7117413190717,27410.130147065986,33820.59202264216,6410.461875576173,0.07909809341173267,-0.012593504781035858,-0.09169159819276852
570.0,5.0,3.6997569233843244,0.6416666666666667,20174.66405351343,19263.948309961,-910.7157435524277,27490.01779569785,33934.28747798048,6444.269682282626,0.07906015536990994,-0.01259680229925898,-0.09165695766916893
580.0,5.0,3.696236616081084,0.638888888888889,20095.700405534757,19184.981677246058,-910.7187282886989,27570.46120114394,34047.566258016595,6477.105056872657,0.07902337575627504,-0.012600250839722658,-0.0916236265959977
590.0,5.0,3.6927777976821203,0.6361111111111112,20016.73611204663,19106.01548718054,-910.7206248660914,27651.44763223331,34160.44281402514,6508.99518179183,0.07898774879510975,-0.012603849473335418,-0.09159159826844517
600.0,5.0,3.6893787019961057,0.6333333333333334,19937.771520236984,19027.04946712845,-910.7220531085331,27733.016922116956,34272.8932475732,6539.876325456244,0.07895326877166138,-0.012607596065726187,-0.09156086483738757
610.0,5.0,3.686034614018166,0.6305555555555555,19858.806776682315,18948.083526107846,-910.7232505744687,27815.05903538045,34385.001819611745,6569.942784231294,0.07891993026035708,-0.012611492198255714,-0.0915314224586128
620.0,5.0,3.682743249886949,0.6277777777777778,19779.841901779986,18869.117656327424,-910.7242454525622,27897.595658171107,34496.75643875599,6599.1607805848835,0.07888772806944633,-0.012615536395794633,-0.09150326446524096
630.0,5.0,3.6795016885797165,0.625,19700.87693402264,18790.15183911263,-910.7250949100089,27980.610329278417,34608.17461349931,6627.564284220891,0.07885665719607811,-0.012619728263927838,-0.09147638546000594
640.0,5.0,3.6763076583028007,0.6222222222222222,19621.911873319797,18711.18607443046,-910.7257988893361,28064.102229421922,34719.25691940343,6655.1546899815075,0.07882671283559015,-0.012624066850056608,-0.09145077968564676
650.0,5.0,3.673159089719724,0.6194444444444445,19542.946722300305,18632.220360681546,-910.7263616187593,28148.06735772973,34830.00674297603,6681.9393852463,0.07879789037058284,-0.01262855133521148,-0.09142644170579432
660.0,5.0,3.670053519066655,0.6166666666666667,19463.981524704122,18553.25467508404,-910.7268496200813,28232.47314602114,34940.45449291037,6707.981346889232,0.07877018536202798,-0.012633182086362812,-0.0914033674483908
670.0,5.0,3.6669899778073987,0.6138888888888889,19385.01625876523,18474.28902897472,-910.727229790511,28317.33580098279,35050.58503713114,6733.249236148349,0.0787435935668345,-0.012637957651453643,-0.09138155121828814
680.0,5.0,3.6639667060751404,0.6111111111111112,19306.050953190534,18395.323406521184,-910.72754666935,28402.62451380181,35160.42569574781,6757.801181945997,0.07871811091403738,-0.012642878437408717,-0.0913609893514461
690.0,5.0,3.6609828300688383,0.6083333333333334,19227.0856124291,18316.3578052697,-910.7278071593973,28488.334509661894,35269.98070288983,6781.646193227934,0.07869373351697281,-0.012647943937511015,-0.09134167745448382
700.0,5.0,3.658037892589174,0.6055555555555556,19148.120232639852,18237.392227226985,-910.7280054128678,28574.467686333654,35379.248101493125,6804.780415159472,0.0786704576679037,-0.012653153382930556,-0.09132361105083425
710.0,5.0,3.6551307661378862,0.6027777777777779,19069.154838208706,18158.426658307035,-910.728179901671,28660.985190775828,35488.2607818807,6827.2755911048735,0.07864827983030258,-0.012658507743190654,-0.09130678757349323
720.0,5.0,3.652261760450447,0.6000000000000001,18990.189417381513,18079.461105299393,-910.7283120821194,28747.9057503859,35597.00289072083,6849.097140334932,0.07862719664789486,-0.01266400569070541,-0.09129120233860027
730.0,5.0,3.6494303569523256,0.5972222222222223,18911.223981475756,18000.49556145777,-910.7284200179856,28835.201791997337,35705.496786535055,6870.294994537719,0.07860720493314044,-0.012669647833818274,-0.09127685276695871
740.0,5.0,3.646636555055252,0.5944444444444446,18832.25853380083,17921.530024809465,-910.7285089913639,28922.865252842294,35813.74900725835,6890.88375441606,0.07858830167091496,-0.01267543406567293,-0.09126373573658789
750.0,5.0,3.6438806928518144,0.5916666666666667,18753.29307157575,17842.564496999647,-910.7285745761037,29010.90082257217,35921.75556062041,6910.854738048241,0.07857048401650214,-0.01268136374408561,-0.09125184776058776
760.0,5.0,3.641162237888322,0.5888888888888889,18674.32760480863,17763.59897195304,-910.7286328555892,29099.265947574382,36029.549301369814,6930.283353795432,0.07855374929167967,-0.012687438319340487,-0.09124118761102015
770.0,5.0,3.638481749932092,0.5861111111111111,18595.362130363123,17684.63345157354,-910.7286787895828,29187.973963319302,36137.1199334706,6949.145970151301,0.07853809498699484,-0.012693656919412788,-0.09123175190640763
780.0,5.0,3.6358394386657262,0.5833333333333334,18516.396649229056,17605.66793526027,-910.7287139687869,29277.020661114067,36244.47070636592,6967.450045251855,0.07852351875817881,-0.01270001943748027,-0.09122353819565908
790.0,5.0,3.6332354812979633,0.5805555555555556,18437.43116239628,17526.702422412356,-910.7287399839224,29366.401832265827,36351.60486949897,6985.2030372331465,0.07851001842563333,-0.012706525798054681,-0.09121654422368802
800.0,5.0,3.630669687071099,0.5777777777777778,18358.4656713664,17447.736912105294,-910.7287592611065,29456.09422794992,36458.53915586394,7002.444927914017,0.0784975919733655,-0.012713176805509523,-0.09121076877887503
810.0,5.0,3.6281420586277306,0.575,18279.50017724654,17368.771403664032,-910.7287735825084,29546.0892763081,36565.27990474408,7019.190628435979,0.07848623754815026,-0.01271997270553706,-0.09120621025368732
820.0,5.0,3.625652645045016,0.5722222222222222,18200.534680951223,17289.805896535334,-910.7287844158891,29636.3855701761,36671.82838163864,7035.442811462541,0.07847595345863712,-0.01272691345948316,-0.09120286691812027
830.0,5.0,3.6232013127141203,0.5694444444444444,18121.56918356046,17210.84039006132,-910.72879349914,29726.975546217283,36778.19021163147,7051.214665414183,0.07846673817453292,-0.01273399934241202,-0.09120073751694495
840.0,5.0,3.620787832231974,0.5666666666666667,18042.603685387337,17131.874884052664,-910.7288013346733,29817.850364880123,36884.37157572856,7066.5212108484375,0.07845859032595623,-0.01274123071359839,-0.09119982103955462
850.0,5.0,3.618411852969726,0.5638888888888889,17963.63818447658,17052.909379706012,-910.7288047705661,29908.997411882145,36990.38029921786,7081.382887335716,0.07845150870284866,-0.012748608097422473,-0.09120011680027112
860.0,5.0,3.616073009086798,0.5611111111111111,17884.67268316405,16973.943875596153,-910.7288075678989,30000.41121375563,37096.221096831156,7095.809883075526,0.07844549225404489,-0.012756131854359672,-0.09120162410840456
870.0,5.0,3.6137708230014636,0.5583333333333333,17805.70718208231,16894.97837133858,-910.7288107437307,30092.083462545117,37201.89991801009,7109.81645546497,0.07844054008716997,-0.01276380247665916,-0.09120434256382913
880.0,5.0,3.611504736458704,0.5555555555555556,17726.741681863885,16816.012866548826,-910.7288153150585,30184.005850295107,37307.422712196116,7123.416861901009,0.0784366514681143,-0.012771620505464248,-0.09120827197357854
890.0,5.0,3.6092742058977825,0.5527777777777778,17647.776180423938,16737.047362500783,-910.7288179231546,30276.17418836187,37412.79106140206,7136.616873040188,0.07843382582074382,-0.012779586197653051,-0.09121341201839687
900.0,5.0,3.6070785192625223,0.55,17568.8106784533,16658.081858774374,-910.7288196789268,30368.580080422136,37518.01100875983,7149.430928337693,0.07843206272647155,-0.012787700180532768,-0.09121976290700431
910.0,5.0,3.6049168969653236,0.5472222222222222,17489.845176704577,16579.116354911872,-910.7288217927053,30461.215036521917,37623.08869667175,7161.873660149835,0.07843136192418274,-0.01279596313962838,-0.09122732506381112
920.0,5.0,3.6027885171128506,0.5444444444444444,17410.87967540339,16500.15085077707,-910.7288246263197,30554.071365540312,37728.02942059121,7173.9580550508945,0.07843172331011344,-0.012804375743258878,-0.09123609905337232
930.0,5.0,3.600692544618717,0.5416666666666666,17331.914174293328,16421.185346525996,-910.7288277673324,30647.143785531815,37832.83641416009,7185.692628628276,0.07843314693778193,-0.01281293853626062,-0.09124608547404255
940.0,5.0,3.598628146766602,0.5388888888888889,17252.94867249209,16342.219842693903,-910.7288297981868,30740.430142541747,37937.51023403493,7197.080091493186,0.07843563301799036,-0.012821651872767122,-0.09125728489075749
950.0,5.0,3.596594315562378,0.5361111111111111,17173.983170697116,16263.254338858702,-910.7288318384144,30833.920387450024,38042.058193683144,7208.1378062331205,0.07843918191896512,-0.0128305167029416,-0.09126969862190672
960.0,5.0,3.594590064665571,0.5333333333333333,17095.017668940895,16184.28883500129,-910.7288339396036,30927.607794454427,38146.4847624227,7218.87696796827,0.07844379416650157,-0.012839533789255793,-0.09128332795575736
970.0,5.0,3.592614378691058,0.5305555555555556,17016.052167255908,16105.323331102563,-910.7288361533447,31021.485637752747,38250.79440957149,7229.308771818745,0.07844947044421055,-0.012848703937075476,-0.09129817438128603
980.0,5.0,3.5906663178286946,0.5277777777777777,16937.086665336486,16026.357827344607,-910.7288379918791,31115.55409159835,38354.986222090054,7239.432130491703,0.07845621159381404,-0.012858027509201467,-0.0913142391030155
990.0,5.0,3.5887448005578952,0.5249999999999999,16858.12116328856,15947.392323664613,-910.7288396239474,31209.8049315139,38459.06583833109,7249.260906817188,0.078464018615566,-0.012867505479892457,-0.09133152409545846
1000.0,5.0,3.5868487584540794,0.5222222222222221,16779.15566113209,15868.426820050921,-910.728841081167,31304.231687125866,38563.03752836658,7258.805841240712,0.07847289266869453,-0.012877138746955206,-0.09135003141564974
1010.0,5.0,3.5849771237504857,0.5194444444444444,16700.190158855818,15789.461316510462,-910.7288423453556,31398.828525098543,38666.90506534999,7268.076540251444,0.07848283507193728,-0.012886928204197444,-0.09136976327613472
1020.0,5.0,3.5831288620467414,0.5166666666666666,16621.224656485552,15710.495813027097,-910.7288434584552,31493.592630341765,38770.67005451354,7277.077424171774,0.07849384730415528,-0.012896874576398718,-0.091390721880554
1030.0,5.0,3.581302950933831,0.5138888888888888,16542.25915406148,15631.53030957575,-910.7288444857313,31588.522361643838,38874.333257925566,7285.810896281728,0.0785059310050161,-0.012906978532428032,-0.09141290953744413
1040.0,5.0,3.579498294613748,0.5111111111111111,16463.293651549775,15552.564806177392,-910.7288453723831,31683.6100454067,38977.89977054832,7294.289725141622,0.07851908797574454,-0.012917241195795763,-0.0914363291715403
1050.0,5.0,3.5777138373742594,0.5083333333333333,16384.328148950488,15473.599302831872,-910.7288461186163,31778.850770823832,39081.3727029084,7302.5219320845645,0.07853332017996767,-0.012927663538857843,-0.09146098371882551
1060.0,5.0,3.575948531061349,0.5055555555555555,16305.362646263742,15394.63379953907,-910.7288467246726,31874.239629901975,39184.755163511734,7310.51553360976,0.07854862974462531,-0.012938246571690942,-0.09148687631631626
1070.0,5.0,3.5742013370969246,0.5027777777777778,16226.397143489658,15315.668296298807,-910.7288471908505,31969.77171746106,39288.05025884356,7318.278541382504,0.0785650189609608,-0.012948991342556558,-0.09151401030351736
1080.0,5.0,3.572471228095785,0.49999999999999994,16147.43164062842,15236.702793110884,-910.7288475175355,32065.44213113428,39391.26109336848,7325.818962234196,0.07858249028559117,-0.012959898938384602,-0.09154238922397577
1090.0,5.0,3.5707571929807296,0.4972222222222221,16068.466137683576,15157.737289973122,-910.7288477104539,32161.246327427565,39494.39052847241,7333.1442010448445,0.07860104634165754,-0.0129709704591954,-0.09157201680085295
1100.0,5.0,3.5690583243085396,0.49444444444444435,15989.500634737555,15078.771786836407,-910.7288479011477,32257.188159100606,39597.435741028305,7340.247581927699,0.07862068992006814,-0.012982206418657757,-0.0916028963387259
1110.0,5.0,3.5673735833203173,0.4916666666666666,15910.535131748242,14999.806283725706,-910.7288480225361,32353.25821991571,39700.40288434459,7347.144664428881,0.07864142398078251,-0.01299360833224261,-0.09163503231302512
1120.0,5.0,3.565702004932515,0.4888888888888888,15831.569628724657,14920.840780635544,-910.728848089113,32449.452544794844,39803.29442786224,7353.8418830673945,0.07866325165423318,-0.013005177359581985,-0.09166842901381517
1130.0,5.0,3.5640426386181128,0.48611111111111105,15752.604125676467,14841.875277560097,-910.7288481163705,32545.76723863977,39906.112793528664,7360.345554888892,0.07868617624280146,-0.013016914691928519,-0.09170309093472997
1140.0,5.0,3.5623945481147627,0.4833333333333333,15673.638622614017,14762.90977449312,-910.7288481208961,32642.198476331967,40008.8603557979,7366.661879465933,0.07871020122238617,-0.01302882155228841,-0.09173902277467458
1150.0,5.0,3.5607568108965335,0.4805555555555555,15594.673119548312,14683.944271427978,-910.7288481203341,32738.742502732628,40111.53944163052,7372.796938897893,0.07873533024406094,-0.013040899195565513,-0.09177622943962646
1160.0,5.0,3.5591285174297185,0.47777777777777775,15515.707616491016,14604.978768357634,-910.7288481333817,32835.395632682754,40214.15233049365,7378.756697810895,0.078761567135821,-0.013053148908716412,-0.0918147160445374
1170.0,5.0,3.5575087765712223,0.4749999999999999,15436.742113445438,14526.013265280164,-910.728848165274,32932.15489977501,40316.70083155004,7384.545931775036,0.07878891590441964,-0.013065571959321138,-0.09185448786374077
1180.0,5.0,3.555896719299608,0.47222222222222215,15357.776610399207,14447.047762203201,-910.7288481960059,33029.01857990997,40419.18594245171,7390.167362541739,0.07881738073729805,-0.013078169549741794,-0.09189555028703984
1190.0,5.0,3.554291777227245,0.4694444444444444,15278.81110734946,14368.082259128505,-910.7288482209551,33126.017617705525,40521.58889675757,7395.571279052041,0.07884696600461787,-0.013090940429716223,-0.09193790643433408
1200.0,5.0,3.5526926090843736,0.4666666666666666,15199.845604297534,14289.11675605515,-910.7288482423846,33223.096319029384,40623.94352082918,7400.847201799799,0.0788776762613849,-0.013103889937799163,-0.09198156619918406
1200.0000000000002,0.0,3.644674175283557,0.4666666666666666,15199.845604297534,14289.11675605515,-910.7288482423846,33223.096319029384,40623.94352082918,7400.847201799799,0.0,0.0,0.0
1210.0,0.0,3.6549401451021772,0.4666666666666666,15151.929382142684,14529.538271531603,-622.3911106110809,33284.12685610716,39947.189694307126,6663.062838199963,0.0,0.0,0.0
1220.0,0.0,3.6611458481493604,0.4666666666666666,15108.561094278277,14610.75985861698,-497.80123566129623,33343.7371682642,39552.35450881513,6208.617340550933,0.0,0.0,0.0
1230.0,0.0,3.6656886982873162,0.4666666666666666,15069.075365645393,14661.591908638555,-407.48345700683785,33402.22860929435,39272.194052668616,5869.965443374269,0.0,0.0,0.0
1240.0,0.0,3.669350603062202,0.4666666666666666,15033.54458203643,14697.689357193036,-335.85522484339344,33459.753115883825,39052.09618654519,5592.343070661365,0.0,0.0,0.0
1250.0,0.0,3.672460382109308,0.4666666666666666,15002.154188582863,14724.826874219012,-277.32731436385075,33516.401240958825,38869.28563630329,5352.884395344467,0.0,0.0,0.0
1260.0,0.0,3.675187410141734,0.4666666666666666,14974.920728705623,14745.891986617487,-229.0287420881359,33572.23293181564,38712.10044211677,5139.8675103011265,0.0,0.0,0.0
1270.0,0.0,3.6776264725072094,0.4666666666666666,14951.641820323031,14762.541014928944,-189.10080539408773,33627.28973427862,38573.989039752516,4946.6993054739,0.0,0.0,0.0
1280.0,0.0,3.679840500675252,0.4666666666666666,14931.958475038296,14775.884440971184,-156.07403406711273,33681.601969447496,38450.636630673514,4769.034661226018,0.0,0.0,0.0
1290.0,0.0,3.681872632193477,0.4666666666666666,14915.444566872826,14786.678264575681,-128.76630229714465,33735.19196302873,38339.09545876165,4603.90349573292,0.0,0.0,0.0
1300.0,0.0,3.6837532083663516,0.4666666666666666,14901.668551855604,14795.464375671168,-106.20417618443571,33788.07603921263,38237.28974703393,4449.213707821298,0.0,0.0,0.0
1310.0,0.0,3.685504195596486,0.4666666666666666,14890.218360533268,14802.639963109026,-87.57839742424221,33840.265714903944,38143.71019220469,4303.444477300749,0.0,0.0,0.0
1320.0,0.0,3.6871427154710448,0.4666666666666666,14880.72358618686,14808.512792035757,-72.21079415110216,33891.76876808573,38057.18590704018,4165.41713895445,0.0,0.0,0.0
1330.0,0.0,3.688682752969842,0.4666666666666666,14872.864500806532,14813.330421483097,-59.534079323435435,33942.58991069354,37976.770868373955,4034.1809576804153,0.0,0.0,0.0
1340.0,0.0,3.6901355986159317,0.4666666666666666,14866.36883049875,14817.290134909994,-49.07869558875609,33992.731129364576,37901.70493442567,3908.9738050610904,0.0,0.0,0.0
1350.0,0.0,3.6915105878700696,0.4666666666666666,14861.00339814774,14820.55142217807,-40.45197596967046,34042.192100027765,37831.36379154784,3789.171691520074,0.0,0.0,0.0
1360.0,0.0,3.692815019187704,0.4666666666666666,14856.574422986032,14823.237338476994,-33.337084509037595,34090.97023440907,37765.25418995043,3674.2839555413593,0.0,0.0,0.0
1370.0,0.0,3.6940554869567035,0.4666666666666666,14852.917125286063,14825.453601851605,-27.463523434458693,34139.06139290241,37702.93993907726,3563.8785461748485,0.0,0.0,0.0
1380.0,0.0,3.695236861624341,0.4666666666666666,14849.900403745458,14827.276948840046,-22.623454905411563,34186.45960476178,37644.08841100471,3457.6288062429303,0.0,0.0,0.0
1390.0,0.0,3.696363902230655,0.4666666666666666,14847.413401078467,14828.776966609763,-18.636434468704465,34233.157953969116,37588.38633447422,3355.2283805051047,0.0,0.0,0.0
1400.0,0.0,3.697441297344194,0.4666666666666666,14845.35552439553,14830.01837172074,-15.337152674790559,34279.149383865326,37535.536243597875,3256.386859732549,0.0,0.0,0.0
1410.0,0.0,3.6984721078013654,0.4666666666666666,14843.659900584655,14831.040184642308,-12.619715942346375,34324.42496896317,37485.33022226276,3160.905253299592,0.0,0.0,0.0
1420.0,0.0,3.6994598376715655,0.4666666666666666,14842.25915221636,14831.885100316906,-10.374051899454571,34368.976633680184,37437.54697923739,3068.5703455572075,0.0,0.0,0.0
1430.0,0.0,3.7004072992371393,0.4666666666666666,14841.101529090345,14832.584350801315,-8.517178289030198,34412.79589316271,37392.0058402452,2979.2099470824905,0.0,0.0,0.0
1440.0,0.0,3.7013163142823795,0.4666666666666666,14840.154972562737,14833.154243561632,-7.000729001105356,34455.87364653199,37348.57917288937,2892.7055263573784,0.0,0.0,0.0
1450.0,0.0,3.702189906354197,0.4666666666666666,14839.373590838406,14833.626154589048,-5.747436249357634,34498.20318306511,37307.08733035446,2808.8841472893473,0.0,0.0,0.0
1460.0,0.0,3.703029437607647,0.4666666666666666,14838.736277520924,14834.008555638316,-4.727721882607511,34539.77666286696,37267.43383118212,2727.657168315156,0.0,0.0,0.0
1470.0,0.0,3.703837128182819,0.4666666666666666,14838.216125513374,14834.320385918432,-3.895739594941915,34580.5883500717,37229.485519825736,2648.897169754033,0.0,0.0,0.0
1480.0,0.0,3.7046147591468768,0.4666666666666666,14837.79045400765,14834.574830721598,-3.215623286052505,34620.633300195695,37193.13342073026,2572.5001205345616,0.0,0.0,0.0
1490.0,0.0,3.7053639832256366,0.4666666666666666,14837.44147960783,14834.782955531255,-2.6585240765762137,34659.907589588445,37158.27757926473,2498.3699896762846,0.0,0.0,0.0
1500.0,0.0,3.7060862484599038,0.4666666666666666,14837.156167867364,14834.952986385306,-2.203181482058426,34698.408345406875,37124.8301789124,2426.4218335055266,0.0,0.0,0.0
1510.0,0.0,3.7067831900844146,0.4666666666666666,14836.918090573328,14835.095938551487,-1.822152021841248,34736.13449901737,37092.69720855392,2356.562709536549,0.0,0.0,0.0
1520.0,0.0,3.707455793136965,0.4666666666666666,14836.72192562812,14835.213988017416,-1.5079376107041753,34773.084950321645,37061.81655791051,2288.7316075888666,0.0,0.0,0.0
1530.0,0.0,3.70810527335314,0.4666666666666666,14836.558240042268,14835.31299660189,-1.2452434403785446,34809.260815443275,37032.11731934942,2222.856503906143,0.0,0.0,0.0
1540.0,0.0,3.708732655955095,0.4666666666666666,14836.421588092184,14835.396164851589,-1.025423240595046,34844.66359316628,37003.538873929574,2158.875280763292,0.0,0.0,0.0
1550.0,0.0,3.7093388193499246,0.4666666666666666,14836.308178686502,14835.465203824457,-0.8429748620455939,34879.2960202525,36976.02865136892,2096.7326311164215,0.0,0.0,0.0
1560.0,0.0,3.7099246455801684,0.4666666666666666,14836.214425542761,14835.522147465143,-0.6922780776185391,34913.161888136594,36949.53515624129,2036.3732681046968,0.0,0.0,0.0
1570.0,0.0,3.710491107317008,0.4666666666666666,14836.136117172206,14835.570355135676,-0.5657620365291223,34946.26588575095,36924.00398915764,1977.7381034066857,0.0,0.0,0.0
1580.0,0.0,3.7110388894684507,0.4666666666666666,14836.071664266045,14835.60997846448,-0.46168580156518146,34978.613768516545,36899.39470101937,1920.7809325028284,0.0,0.0,0.0
1590.0,0.0,3.7115686688166116,0.4666666666666666,14836.019276402201,14835.64140216562,-0.37787423658119224,35010.212240283945,36875.66808497139,1865.4558446874435,0.0,0.0,0.0
1600.0,0.0,3.712081282272298,0.4666666666666666,14835.976982667726,14835.667146130774,-0.3098365369514795,35041.06841196476,36852.77865059963,1811.7102386348633,0.0,0.0,0.0
1610.0,0.0,3.7125774047069457,0.4666666666666666,14835.943021324672,14835.688180174267,-0.25484115040489996,35071.19053592683,36830.68891195934,1759.4983760325122,0.0,0.0,0.0
1620.0,0.0,3.7130576297339335,0.4666666666666666,14835.915499440953,14835.704883473823,-0.2106159671293426,35100.58779942391,36809.36566938332,1708.7778699594055,0.0,0.0,0.0
1630.0,0.0,3.7135225578733295,0.4666666666666666,14835.89233972895,14835.71802503147,-0.17431469748044037,35129.27001302666,36788.77603698168,1659.506023955022,0.0,0.0,0.0
1640.0,0.0,3.7139727996891656,0.4666666666666666,14835.875561713994,14835.728141755691,-0.14741995830263477,35157.24620800292,36768.887253560715,1611.6410455577934,0.0,0.0,0.0
1650.0,0.0,3.7144089044536486,0.4666666666666666,14835.862160956483,14835.736091517116,-0.1260694393677113,35184.52757899919,36749.66980112973,1565.1422221305402,0.0,0.0,0.0
1660.0,0.0,3.714831418684083,0.4666666666666666,14835.850407726504,14835.742747430642,-0.10766029586193326,35211.125300519765,36731.09476026695,1519.9694597471826,0.0,0.0,0.0
1670.0,0.0,3.715240838819653,0.4666666666666666,14835.8397822335,14835.748484730944,-0.09129750255488034,35237.05067694911,36713.13583970836,1476.0851627592492,0.0,0.0,0.0
1680.0,0.0,3.715637587984291,0.4666666666666666,14835.832023624394,14835.752766825204,-0.07925679919026152,35262.31485974434,36695.77033088562,1433.4554711412784,0.0,0.0,0.0
1690.0,0.0,3.716022159923283,0.4666666666666666,14835.82513591748,14835.756539953993,-0.0685959634865867,35286.929968422846,36678.97282051337,1392.0428520905261,0.0,0.0,0.0
1700.0,0.0,3.7163950001013917,0.4666666666666666,14835.818510278934,14835.760194916636,-0.05831536229743506,35310.90799588533,36662.72033342929,1351.812337543961,0.0,0.0,0.0
1710.0,0.0,3.7167564851065134,0.4666666666666666,14835.812504416452,14835.763538369221,-0.04896604723035125,35334.261279061415,36646.9931848946,1312.731905833185,0.0,0.0,0.0
1720.0,0.0,3.7171069900536393,0.4666666666666666,14835.80726471988,14835.766497923,-0.04076679688114382,35357.00213008185,36631.772024428894,1274.769894347046,0.0,0.0,0.0
1730.0,0.0,3.717446895148801,0.4666666666666666,14835.802636977678,14835.769174115,-0.03346286267878895,35379.142752831234,36617.03753574177,1237.8947829105382,0.0,0.0,0.0
1740.0,0.0,3.7177765498806936,0.4666666666666666,14835.798818739213,14835.7714472743,-0.027371464913812815,35400.69536515856,36602.77196318363,1202.0765980250726,0.0,0.0,0.0
1750.0,0.0,3.718096286621785,0.4666666666666666,14835.79529474518,14835.773598812782,-0.021695932397051365,35421.67324024093,36588.958512470264,1167.285272229332,0.0,0.0,0.0
1760.0,0.0,3.7184064253620024,0.4666666666666666,14835.79238465979,14835.775410972197,-0.016973687592326314,35442.08844054843,36575.581108865204,1133.4926683167723,0.0,0.0,0.0
1770.0,0.0,3.718707273274773,0.4666666666666666,14835.790137119728,14835.776807487064,-0.013329632663953817,35461.95332399871,36562.62441374582,1100.671089747113,0.0,0.0,0.0
1780.0,0.0,3.7189991276573036,0.4666666666666666,14835.788544657062,14835.777751314035,-0.010793343026307411,35481.28022282428,36550.07368131657,1068.7934584922914,0.0,0.0,0.0
1790.0,0.0,3.7192822801391574,0.4666666666666666,14835.78740666404,14835.778409060953,-0.00899760308675468,35500.08175311644,36537.914568655324,1037.8328155388808,0.0,0.0,0.0
1800.0,0.0,3.7195570148984385,0.4666666666666666,14835.786492330832,14835.778925514245,-0.007566816586404457,35518.37024674731,36526.13319667136,1007.7629499240502,0.0,0.0,0.0
1800.0000000000002,2.5,3.6642460218593693,0.4666666666666666,14835.786492330832,14835.778925514245,-0.007566816586404457,35518.37024674731,36526.13319667136,1007.7629499240502,0.048903763766176916,-0.006407229272892636,-0.055310993039069556
1810.0,2.5,3.6554829252652943,0.4652777777777779,14820.260644111497,14676.129508986847,-144.13113512464952,35554.22204514956,36904.21855879461,1349.9965136450483,0.04894433744804478,-0.006420085580107084,-0.055364423028151866
1820.0,2.5,3.650196706153358,0.4638888888888891,14802.461282030761,14596.033166696836,-206.42811533392523,35590.34182529073,37141.6806524089,1551.3388271181684,0.04896608463964211,-0.006428684509959096,-0.0553947691496012
1830.0,2.5,3.646281729038495,0.46250000000000024,14782.720926045475,14531.105190849452,-251.6157351960228,35626.58936503589,37322.165316619445,1695.5759515835525,0.048984399207321505,-0.0064354942707773605,-0.055419893478098864
1840.0,2.5,3.6430786819774976,0.46111111111111136,14761.00360909956,14473.563694096938,-287.439915002622,35662.89914863646,37472.9119400253,1810.0127913888355,0.049001145333298496,-0.0064413651749083475,-0.055442510508206845
1850.0,2.5,3.640314599022477,0.4597222222222224,14737.216142936019,14420.502781317173,-316.71336161884574,35699.23617515721,37605.31666830686,1906.0804931496532,0.04901701784159114,-0.006446660385828628,-0.055463678227419766
1860.0,2.5,3.6378527056429197,0.4583333333333335,14711.34852026382,14370.502658566547,-340.845861697273,35735.58078199597,37725.10377323779,1989.5229912418217,0.0490323537792221,-0.006451563502527501,-0.055483917281749597
1870.0,2.5,3.6356114280754674,0.4569444444444446,14683.503320389345,14322.687594293693,-360.8157260956523,35771.92187624886,37835.70806233635,2063.786186087491,0.049047364539734,-0.006456186286770586,-0.055503550826504586
1880.0,2.5,3.6335412265301326,0.4555555555555557,14653.860637741203,14276.525453318493,-377.3351844227109,35808.254300011744,37939.19954326368,2130.9452432519392,0.04906217732874602,-0.006460595371532053,-0.05552277270027808
1890.0,2.5,3.6316073540567966,0.45416666666666683,14622.631188140373,14231.639308880203,-390.9918792601693,35844.576538156536,38037.03742911541,2192.4608909588715,0.049076883858203746,-0.006464838338528209,-0.05554172219673195
1900.0,2.5,3.629785361397282,0.45277777777777795,14590.034283965399,14187.760234046795,-402.27404991860385,35880.89000317573,38130.24385610238,2249.3538529266516,0.04909155019167809,-0.0064689484011953265,-0.05556049859287342
1910.0,2.5,3.628057590231173,0.45138888888888906,14556.278649447553,14144.692531580218,-411.5861178673349,35917.1983611053,38219.54981591714,2302.35145481184,0.049106224678570676,-0.006472949004850479,-0.055579173683421156
1920.0,2.5,3.626410038098018,0.4500000000000002,14521.54755057471,14102.28109196263,-419.2664586120809,35953.50686019042,38305.538078806494,2352.0312186160736,0.04912094675664919,-0.006476859125516931,-0.055597805882166125
1930.0,2.5,3.6248311564452607,0.44861111111111135,14485.99778216764,14060.397632308412,-425.6001498592286,35989.822043384964,38388.694713567056,2398.8726701820924,0.04913575040717466,-0.006480695015838784,-0.055616445423013444
