time_s,current_A,voltage_V,soc,negative_particle_average_mol_m3,negative_particle_surface_mol_m3,negative_surface_minus_average_mol_m3,positive_particle_average_mol_m3,positive_particle_surface_mol_m3,positive_surface_minus_average_mol_m3,negative_overpotential_V,positive_overpotential_V,total_overpotential_V
390.0,5.0,3.7700646637209156,0.6916666666666668,21595.81493020573,20685.46199992428,-910.3529302814532,26149.533867862483,31805.94636263469,5656.412494772208,0.07992697104906217,-0.012561944605584317,-0.09248891565464648
400.0,5.0,3.7662940187170313,0.6888888888888889,21516.892504528612,20606.470967375546,-910.4215371530663,26218.029300505732,31929.81473702167,5711.785436515936,0.07986822860117003,-0.012562428785329541,-0.09243065738649957
410.0,5.0,3.7624448501062253,0.6861111111111111,21437.962002753586,20527.48394928358,-910.4780534700039,26287.28836967925,32052.868086411123,5765.579716731874,0.079810780364148,-0.012563097866328282,-0.09237387823047628
420.0,5.0,3.7585258039716574,0.6833333333333333,21359.024495140675,20448.50120076862,-910.5232943720548,26357.301187650224,32175.138205025625,5817.837017375401,0.07975461656767815,-0.01256394845779244,-0.09231856502547059
430.0,5.0,3.754547654447348,0.6805555555555556,21280.08160359501,20369.52215728793,-910.5594463070775,26428.057245928347,32296.658026589866,5868.60078066152,0.07969972713432917,-0.012564977416518828,-0.092264704550848
440.0,5.0,3.7505230058689047,0.6777777777777778,21201.13465444222,20290.546178129898,-910.5884763123213,26499.545585827414,32417.459271185147,5917.913685357733,0.07964610223857796,-0.012566181826036558,-0.09221228406461451
450.0,5.0,3.746465793435231,0.675,21122.18253958677,20211.57269624957,-910.6098433372026,26571.755501724907,32537.57303370799,5965.817531983084,0.07959373240509215,-0.012567558990777997,-0.09216129139587015
460.0,5.0,3.742390732315673,0.6722222222222223,21043.22771634476,20132.600952775916,-910.6267635688455,26644.67481664512,32657.027934736776,6012.353118091654,0.07954260832737858,-0.012569106402517531,-0.09211171472989611
470.0,5.0,3.738312645359989,0.6694444444444445,20964.271776024318,20053.63012317669,-910.6416528476293,26718.29130080971,32775.851940476845,6057.560639667136,0.07949272095598664,-0.012570821746407878,-0.09206354270239452
480.0,5.0,3.734245910966365,0.6666666666666667,20885.31454301192,19974.660148051993,-910.6543949599254,26792.59271568124,32894.0696099703,6101.476894289059,0.07944406200361226,-0.012572702847437266,-0.09201676485104952
490.0,5.0,3.73020385587941,0.663888888888889,20806.355165324367,19895.69126860132,-910.6638967230465,26867.566711028987,33011.70349805072,6144.136787021736,0.07939662360539279,-0.012574747668201571,-0.09197137127359437
500.0,5.0,3.726198183500098,0.6611111111111112,20727.395204632856,19816.72271294629,-910.6724916865642,26943.20040687499,33128.77793480457,6185.577527929585,0.07935039753259354,-0.01257695436598184,-0.09192735189857539
510.0,5.0,3.722238764655107,0.6583333333333334,20648.435199966567,19737.754154078884,-910.6810458876826,27019.48100399804,33245.315048064185,6225.834044066145,0.07930537608584737,-0.012579321220010186,-0.09188469730585755
520.0,5.0,3.7183334961171934,0.6555555555555557,20569.47459139709,19658.7858897386,-910.6887016584915,27096.39529156453,33361.33345534299,6264.938163778457,0.07926155215529022,-0.01258184658410711,-0.09184339873939734
530.0,5.0,3.7144881547812587,0.6527777777777779,20490.51348216228,19579.81786085224,-910.695621310042,27173.93033121464,33476.85252706493,6302.922195850293,0.07921891864693202,-0.012584528961619755,-0.09180344760855177
