cell,time_s,current_A,voltage_V,soc,negative_average_mol_m3,negative_surface_mol_m3,negative_gradient_mol_m3,positive_average_mol_m3,positive_surface_mol_m3,positive_gradient_mol_m3,negative_overpotential_V,positive_overpotential_V,total_overpotential_V
A,340.0,0.0,3.7172749195058405,0.5166666666666666,16280.133385414092,15945.30154602408,-334.83183939001174,33114.112987130975,36639.98543209102,3525.8724449600486,0.0,0.0,0.0
A,350.0,0.0,3.7209129876674596,0.5166666666666666,16248.855011782298,15972.368396076048,-276.4866157062497,33137.80362995472,36483.674365522005,3345.8707355672886,0.0,0.0,0.0
A,360.0,0.0,3.7240269956079497,0.5166666666666666,16221.71375196692,15993.371928386081,-228.34182358083854,33161.395911249,36352.01882507886,3190.622913829866,0.0,0.0,0.0
A,360.00000000000006,5.0,3.6328611012697007,0.5166666666666666,16221.71375196692,15993.371928386081,-228.34182358083854,33161.395911249,36352.01882507886,3190.622913829866,0.07845934309580718,-0.0127065512424416,-0.09116589433824879
A,370.0,5.0,3.6174767371320753,0.5138888888888888,16167.459433995979,15690.585077066973,-476.87435692900544,33221.056126927215,37017.566306115325,3796.5101791881098,0.07849679305538572,-0.012750525525674017,-0.09124731858105974
A,380.0,5.0,3.608891694666694,0.5111111111111111,16112.239725925163,15543.697981017953,-568.5417449072102,33282.19556305889,37414.96316891004,4132.76760585115,0.0785206324449776,-0.01277975208435164,-0.09130038452932925
A,390.0,5.0,3.602829557296073,0.5083333333333333,16056.298047652788,15424.673486460504,-631.6245611922841,33344.527070961216,37708.59378758217,4364.066716620953,0.07854267864292559,-0.012802805543126955,-0.09134548418605255
A,400.0,5.0,3.597995691630727,0.5055555555555555,15999.128963298539,15318.359870766139,-680.7690925324005,33407.90614666385,37951.0764230923,4543.170276428449,0.07856444252813408,-0.012822793017227293,-0.09138723554536136
A,410.0,5.0,3.5938796051921935,0.5027777777777778,15940.13806191699,15219.41145946834,-720.7266024486507,33472.24441645951,38163.645593421956,4691.4011769624485,0.07858646071377175,-0.012841031211891906,-0.09142749192566366
A,420.0,5.0,3.5902315519406205,0.49999999999999994,15878.942265140766,15125.238210724103,-753.704054416663,33537.47963803639,38356.83641581747,4819.356777781082,0.07860899900989622,-0.012858194558530585,-0.09146719356842681
A,430.0,5.0,3.586916785885285,0.4972222222222222,15815.423797708427,15034.428516337299,-780.9952813711279,33603.5641955803,38536.31425597019,4932.750060389888,0.0786321987411546,-0.012874646945137028,-0.09150684568629162
A,440.0,5.0,3.583850786463389,0.4944444444444444,15749.668418984555,14946.070890489984,-803.5975284945707,33670.45854987335,38705.64943366242,5035.190883789066,0.07865615845225889,-0.01289062250231798,-0.09154678095457687
