controller,initial_soc_spread_percentage_points,final_soc_spread_percentage_points,peak_soc_spread_percentage_points,initial_voltage_spread_mV,final_voltage_spread_mV,peak_voltage_spread_mV,balancing_energy_Wh,balancing_events,observer_controller_updates,peak_electrochemical_stress_index
Uncontrolled,8.000000000000007,9.609042553191571,9.609042553191571,72.55445694481111,75.67059359159157,90.70782623153883,0.0,0,364,0.42558837684219675
Voltage,8.000000000000007,2.747340425531186,8.000000000000007,72.55445694481111,4.981443708701683,72.55445694481111,1.52085428419099,288,364,0.5216829639652806
SOC,8.000000000000007,0.73412698412606,8.000000000000007,72.55445694481111,23.58423842768964,72.55445694481111,1.9173417872985734,364,364,0.5279702582029943
Electrochemical,8.000000000000007,0.8891723355999637,8.000000000000007,72.55445694481111,26.469369740518722,72.55445694481111,1.917183912689563,364,364,0.5279702582029943
