cell,time_s,current_A,voltage_V,soc,negative_average_mol_m3,negative_surface_mol_m3,negative_gradient_mol_m3,positive_average_mol_m3,positive_surface_mol_m3,positive_gradient_mol_m3,negative_overpotential_V,positive_overpotential_V,total_overpotential_V
A,420.0,5.0,3.56826298907241,0.48333333333333334,15499.347499129693,14588.836676201512,-910.5108229281814,33805.14516971745,39622.96644373876,5817.821274021313,0.07876706721110739,-0.012985017213604103,-0.0917520844247115
A,430.0,5.0,3.566266427814697,0.48055555555555557,15420.402667985056,14509.85869945905,-910.5439685260062,33875.90174482945,39744.48349292528,5868.581748095836,0.07879464822282496,-0.012998543160516981,-0.09179319138334194
A,440.0,5.0,3.5642972804652064,0.4777777777777778,15341.454045807108,14430.883199194917,-910.5708466121905,33947.390615519784,39865.283968493924,5917.893352974141,0.07882334561338737,-0.013012232628392772,-0.09183557824178014
A,450.0,5.0,3.5623533259845406,0.47500000000000003,15262.503792759575,14351.90909964531,-910.5946931142644,34019.60014128383,39985.399171594916,5965.7990303110855,0.07885316410080984,-0.013026087050487313,-0.09187925115129715
A,460.0,5.0,3.5604324893422583,0.47222222222222227,15183.55125890602,14272.936462533611,-910.6147963724088,34092.51891960231,40104.856199072456,6012.337279470143,0.07888410819528792,-0.013040107615465603,-0.09192421581075352
A,470.0,5.0,3.5585327882992552,0.4694444444444445,15104.59584972054,14193.965339585226,-910.6305101353137,34166.13519822212,40223.68083787026,6057.545639648146,0.07891618259471916,-0.013054295574418333,-0.0919704781691375
A,480.0,5.0,3.5566522897484996,0.46666666666666673,15025.63939207278,14114.9948239927,-910.6445680800807,34240.436403382686,40341.899979230264,6101.463575847578,0.07894939259343521,-0.013068652524328551,-0.09201804511776376
A,490.0,5.0,3.5547891555849405,0.46388888888888896,14946.68257227037,14036.02446563687,-910.6581066335002,34315.410039283495,40459.53831650115,6144.128277217656,0.07898374352813609,-0.013083180009506885,-0.09206692353764297
A,500.0,5.0,3.552941677519302,0.4611111111111112,14867.724392815964,13957.054855417862,-910.669537398102,34391.04325965805,40576.61558303505,6185.572323376997,0.07901924048090106,-0.013097879150867502,-0.09211711963176857
A,510.0,5.0,3.5511081537150573,0.4583333333333334,14788.765406255185,13878.085632888624,-910.6797733665608,34467.32337364124,40693.15424070626,6225.830867065022,0.07905588914526687,-0.01311275158528641,-0.09216864073055328
A,520.0,5.0,3.549286961390475,0.45555555555555566,14709.80549575662,13799.116857262212,-910.6886384944082,34544.237605282964,40809.17434910584,6264.936743822873,0.07909369523202887,-0.013127798824475588,-0.09222149405650445
A,530.0,5.0,3.547476530473121,0.4527777777777779,14630.844671584104,13720.148533198171,-910.6961383859325,34621.77290169312,40924.694896459245,6302.921994766126,0.07913266467892115,-0.013143022408316182,-0.09227568708723732
A,540.0,5.0,3.545675336714603,0.4500000000000001,14551.88327230709,13641.180500390445,-910.7027719166454,34699.9157413614,41039.733872014374,6339.818130652973,0.07917280371457275,-0.013158423904940104,-0.09233122761951285
A,550.0,5.0,3.54388189346739,0.44722222222222235,14472.921070679784,13562.212933251789,-910.7081374279951,34778.653395638496,41154.308527917405,6375.655132278909,0.07921411860878838,-0.013174004937658601,-0.09238812354644699
A,560.0,5.0,3.5420947462445875,0.4444444444444446,14393.958078368192,13483.245894344484,-910.7121840237087,34857.97293637819,41268.435347194776,6410.462410816588,0.07925661589448817,-0.013189767174286745,-0.09244638306877491
A,570.0,5.0,3.5403124658490945,0.4416666666666668,14314.99441086692,13404.279298642015,-910.7151122249052,34937.86115558994,41382.13016881673,6444.269013226789,0.0793003023994342,-0.013205712338246262,-0.09250601473768046
A,580.0,5.0,3.538533642201993,0.43888888888888905,14236.030260520729,13325.313039873847,-910.7172206468822,35018.30500244578,41495.40830491706,6477.1033024712815,0.07934518518813344,-0.013221842220133867,-0.0925670274082673
A,590.0,5.0,3.5367568783190606,0.4361111111111113,14157.06592733039,13246.346957633301,-910.718969697089,35099.291565967535,41608.28464181088,6508.9930758433475,0.07939127158664179,-0.013238158688443922,-0.09262943027508572
A,600.0,5.0,3.534981428544584,0.4333333333333335,14078.101467652774,13167.38079565748,-910.7206719952937,35180.87189757389,41720.7274530348,6539.855555460912,0.07943856921593725,-0.013254656859460017,-0.09269322607539728
A,600.0000000000001,0.0,3.627674654619981,0.4333333333333335,14078.101467652774,13167.38079565748,-910.7206719952937,35180.87189757389,41720.7274530348,6539.855555460912,0.0,0.0,0.0
A,610.0,0.0,3.6374461412617243,0.4333333333333335,14030.18610810267,13407.80457317601,-622.3815349266588,35226.775694515716,41053.78113342787,5827.005438912151,0.0,0.0,0.0
A,620.0,0.0,3.6431091667153863,0.4333333333333335,13986.8185896746,13489.017244246508,-497.80134542809174,35271.67070032685,40668.45670642769,5396.78600610084,0.0,0.0,0.0
A,630.0,0.0,3.6471570623794665,0.4333333333333335,13947.333425104644,13539.856824489509,-407.4766006151349,35315.84870016969,40397.49800836791,5081.649308198219,0.0,0.0,0.0
A,640.0,0.0,3.65035742466422,0.4333333333333335,13911.803219513438,13575.949913302009,-335.8533062114293,35359.45204749802,40186.3325412339,4826.88049373588,0.0,0.0,0.0
A,650.0,0.0,3.653031053588047,0.4333333333333335,13880.413159892356,13603.089524203291,-277.32363568906476,35402.56188280585,40012.165934716584,4609.604051910734,0.0,0.0,0.0
A,660.0,0.0,3.655342017987399,0.4333333333333335,13853.180003602227,13624.15423807563,-229.02576552659775,35445.22880214833,39863.36266424924,4418.133862100905,0.0,0.0,0.0
A,670.0,0.0,3.657382309867102,0.4333333333333335,13829.901375089801,13640.801558440979,-189.09981664882253,35487.48512838747,39733.38545969767,4245.9003313102,0.0,0.0,0.0
A,680.0,0.0,3.6592130942977072,0.4333333333333335,13810.217957106966,13654.145231932049,-156.07272517491765,35529.352144881836,39617.91043939409,4088.5582945122515,0.0,0.0,0.0
A,690.0,0.0,3.660875940740324,0.4333333333333335,13793.704638627896,13664.940244712565,-128.7643939153313,35570.843251571176,39514.002279819266,3943.15902824809,0.0,0.0,0.0
A,700.0,0.0,3.6623999910187615,0.4333333333333335,13779.929099302675,13673.726666379132,-106.2024329235428,35611.96595584648,39419.60139506683,3807.6354392203502,0.0,0.0,0.0
A,710.0,0.0,3.6638064318440393,0.4333333333333335,13768.478833159597,13680.901310641662,-87.577522517935,35652.72312808844,39333.20723491858,3680.4841068301394,0.0,0.0,0.0
A,720.0,0.0,3.665111834334792,0.4333333333333335,13758.983874006217,13686.773336788037,-72.21053721817952,35693.114084432105,39253.65033436205,3560.5362499299445,0.0,0.0,0.0
A,730.0,0.0,3.666329612994563,0.4333333333333335,13751.124905767461,13691.590885747082,-59.5340200203791,35733.13522511315,39179.98956788387,3446.8543427707264,0.0,0.0,0.0
A,740.0,0.0,3.6674704946763894,0.4333333333333335,13744.629551782698,13695.55071950515,-49.07883227754792,35772.78036856405,39111.47365903916,3338.6932904751156,0.0,0.0,0.0
A,750.0,0.0,3.668543397589503,0.4333333333333335,13739.263766990047,13698.813225310587,-40.45054167946,35812.04122361417,39047.48123856015,3235.440014945976,0.0,0.0,0.0
A,760.0,0.0,3.6695551675228995,0.4333333333333335,13734.834296273231,13701.50018261064,-33.334113662591335,35850.9073343161,38987.530467074386,3136.6231327582864,0.0,0.0,0.0
A,770.0,0.0,3.670511821315461,0.4333333333333335,13731.17812223129,13703.714552310481,-27.463569920808368,35889.366770442495,38931.201729369335,3041.83495892684,0.0,0.0,0.0
A,780.0,0.0,3.67141836215659,0.4333333333333335,13728.160587806506,13705.538940794719,-22.62164701178699,35927.40629316996,38878.14561015484,2950.73931698488,0.0,0.0,0.0
A,790.0,0.0,3.672278972649143,0.4333333333333335,13725.67286654717,13707.03916088989,-18.63370565727928,35965.011523618356,38828.069192585164,2863.0576689668087,0.0,0.0,0.0
A,800.0,0.0,3.6730980186687137,0.4333333333333335,13723.614868312008,13708.280641032154,-15.334227279854531,36002.16817235588,38780.67714414119,2778.5089717853116,0.0,0.0,0.0
A,810.0,0.0,3.673878177711714,0.4333333333333335,13721.92268935568,13709.29959928092,-12.623090074761421,36038.86008362133,38735.77680257265,2696.9167189513173,0.0,0.0,0.0
A,820.0,0.0,3.6746231977336454,0.4333333333333335,13720.518645945074,13710.147640975649,-10.371004969425485,36075.07313236233,38693.12062999664,2618.0474976343103,0.0,0.0,0.0
A,830.0,0.0,3.6753348749332573,0.4333333333333335,13719.364736090065,13710.843789640745,-8.520946449320036,36110.7910156241,38652.57574711777,2541.7847314936735,0.0,0.0,0.0
A,840.0,0.0,3.6760155230711566,0.4333333333333335,13718.417987074485,13711.414360044877,-7.003627029607742,36145.99906240669,38613.983962062855,2467.984899656163,0.0,0.0,0.0
A,850.0,0.0,3.6766674067250937,0.4333333333333335,13717.639020277938,13711.88416903599,-5.754851241948927,36180.68354960872,38577.19351443924,2396.5099648305186,0.0,0.0,0.0
A,860.0,0.0,3.677291991881402,0.4333333333333335,13717.003464092986,13712.265133632032,-4.7383304609538754,36214.83075754398,38542.099952916025,2327.2691953720423,0.0,0.0,0.0
A,870.0,0.0,3.677891235305811,0.4333333333333335,13716.48408322532,13712.576256651,-3.907826574319188,36248.42891579714,38508.574376733406,2260.1454609362627,0.0,0.0,0.0
A,880.0,0.0,3.6784667708564087,0.4333333333333335,13716.056686317033,13712.831822424554,-3.224863892479334,36281.467294367416,38476.508243212484,2195.0409488450678,0.0,0.0,0.0
A,890.0,0.0,3.679019927120712,0.4333333333333335,13715.706412158712,13713.040980596106,-2.6654315626055904,36313.93598365223,38445.81181323206,2131.8758295798325,0.0,0.0,0.0
A,900.0,0.0,3.6795521932344295,0.4333333333333335,13715.415260689002,13713.21577412198,-2.199486567022177,36345.82702573917,38416.388548035975,2070.5615222968045,0.0,0.0,0.0
A,900.0000000000001,-2.5,3.735302872462133,0.4333333333333335,13715.415260689002,13713.21577412198,-2.199486567022177,36345.82702573917,38416.388548035975,2070.5615222968045,-0.04926869478799695,0.006481984439706653,0.0557506792277036
A,910.0,-2.5,3.743199898569464,0.4347222222222224,13730.69904407435,13873.010886335018,142.31184226066762,36359.06906198712,37998.6675841019,1639.5985221147857,-0.049205224604592326,0.006463165655903581,0.05566839026049591
A,920.0,-2.5,3.748631910080215,0.4361111111111113,13748.298903758867,13953.227180052952,204.92827629408566,36370.96364696962,37723.06041951049,1352.09677254087,-0.04917483310142657,0.006451478963964462,0.05562631206539103
A,930.0,-2.5,3.7530625545574785,0.43750000000000017,13767.874088360924,14018.296564985827,250.42247662490263,36381.658152104785,37505.709880604336,1124.0517284995512,-0.04915089695858156,0.006442664730078181,0.05559356168865974
A,940.0,-2.5,3.7569617697156383,0.43888888888888905,13789.45554465334,14075.902839246564,286.4472945932248,36391.22606945713,37319.64812101992,928.4220515627894,-0.04913023938537425,0.006435397656886182,0.05556563704226043
A,950.0,-2.5,3.7605339063662164,0.44027777777777793,13813.13253747956,14129.003733026295,315.8711955467352,36399.71198166555,37153.218181140524,753.5061994749776,-0.04911163925264141,0.006429112713859976,0.05554075196650139
A,960.0,-2.5,3.7638821541084435,0.4416666666666668,13838.908067407348,14179.07747112623,340.16940371888086,36407.146212148196,37000.49401705396,593.3478049057667,-0.04909448637784546,0.006423522759572924,0.05551800913741839
A,970.0,-2.5,3.7670618209320037,0.4430555555555557,13866.6764802141,14226.927970361023,360.25149014692215,36413.55085591882,36858.20437468423,444.65351876541536,-0.04907844485419386,0.006418466360013355,0.05549691121420722
A,980.0,-2.5,3.770109804459326,0.4444444444444446,13896.255237701862,14273.115322093576,376.8600843917138,36418.943424786776,36724.1526053564,305.20918056962546,-0.049063284123040785,0.0064138355984353,0.055477119721476086
A,990.0,-2.5,3.7730517457093713,0.44583333333333347,13927.430270728777,14318.027646764665,390.5973760358884,36423.33851552243,36596.79375845832,173.45524293588824,-0.049048845529562825,0.006409554730958247,0.05545840026052107
A,1000.0,-2.5,3.7759044896314107,0.44722222222222235,13959.983134527167,14361.930913279644,401.94777875247746,36426.74852015687,36475.066152765314,48.31763260844309,-0.049035019895878905,0.006405570609760514,0.05544059050563942
A,1010.0,-2.5,3.778679858072272,0.44861111111111124,13993.70551491035,14405.021992960397,411.3164780500465,36429.184254379994,36358.19077753103,-70.99347684896202,-0.04902172672028999,0.006401843604445666,0.05542357032473565
A,1020.0,-2.5,3.7813870521715214,0.4500000000000001,14028.411122404937,14447.457018328369,419.0458959234311,36430.655451348066,36245.54806355267,-185.1073877953968,-0.049008903136178096,0.006398342246222443,0.055407245382400536
A,1030.0,-2.5,3.784033499844697,0.451388888888889,14063.939499827258,14489.361648890952,425.4221490636937,36431.17101285678,36136.62982036501,-294.54119249177165,-0.048996499406019176,0.0063950408892903664,0.055391540295309544
A,1040.0,-2.5,3.7866250767527285,0.4527777777777779,14100.153260908372,14530.83608033109,430.68281942271824,36430.739120298924,36031.02127581202,-399.71784448690596,-0.04898447639782817,0.006391918572002029,0.0553763949698302
A,1050.0,-2.5,3.7891662073243007,0.4541666666666668,14136.936229444265,14571.958353192156,435.0221237478909,36429.36727797907,35928.3901013602,-500.97717661887145,-0.04897280378316608,0.006388958223032145,0.05536176200619823
A,1060.0,-2.5,3.791660651134396,0.45555555555555566,14174.1889935457,14612.794181292451,438.60518774675074,36427.06250035363,35828.449531704784,-598.6129686488493,-0.048961456603858464,0.006386145242863844,0.05534760184672231
A,1070.0,-2.5,3.7941107733810586,0.45694444444444454,14211.832700409708,14653.38963601403,441.55693560432155,36423.83120205962,35730.98404933522,-692.8471527244037,-0.04895041682813676,0.00638346796864522,0.055333884796781974
A,1080.0,-2.5,3.7965191178440616,0.4583333333333334,14249.798554079976,14693.788840002677,443.9902859227004,36419.6795862258,35635.78367997882,-783.8959062469803,-0.04893966808486991,0.006380915639841621,0.055320583724711526
A,1090.0,-2.5,3.798887907712264,0.4597222222222223,14288.027373824481,14734.029014419963,446.00164059548115,36414.613740556924,35542.662435886086,-871.951304670838,-0.04892919685993867,0.006378478813422141,0.05530767567336081
A,1100.0,-2.5,3.801218734419475,0.4611111111111112,14326.47399810446,14774.13767188886,447.6636737844001,36408.63940526343,35451.46891395016,-957.1704913132708,-0.048918992984953835,0.006376149518225938,0.055295142503179774
A,1110.0,-2.5,3.80351273224905,0.4625000000000001,14365.103386176925,14814.135087261082,449.03170108415725,36401.76219950333,35362.077938138624,-1039.6842613647095,-0.04890904873744277,0.006373920912920711,0.05528296965036348
A,1120.0,-2.5,3.8057718294428624,0.46388888888888896,14403.87615484148,14854.04804889927,450.17189405779027,36393.98836986891,35274.34084530505,-1119.6475245638576,-0.04889935532443825,0.00637178598925799,0.055271141313696245
A,1130.0,-2.5,3.8079960037517164,0.46527777777777785,14442.778076977493,14893.880666391353,451.1025894138602,36385.3232866421,35188.19155208229,-1197.1317345598145,-0.04888990990215667,0.006369740109366484,0.05525965001152316
A,1140.0,-2.5,3.8101868400756995,0.46666666666666673,14481.781149814424,14933.652950746351,451.8718009319273,36375.773598041196,35103.507451105965,-1272.2661469352315,-0.0488807061049918,0.0063677775670943826,0.055248483672086186
A,1150.0,-2.5,3.812344888793928,0.4680555555555556,14520.870487258613,14973.372636592723,452.5021493341101,36365.345717848235,35020.21156084547,-1345.1341570027653,-0.04887174077656432,0.006365894017378553,0.05523763479394287
A,1160.0,-2.5,3.8144706084500823,0.4694444444444445,14560.034358519368,15013.045483031081,453.0111245117132,36354.04645199613,34938.2353719152,-1415.81108008093,-0.04886301138042642,0.006364085527408178,0.055227096907834596
A,1170.0,-2.5,3.8165650894613017,0.4708333333333334,14599.257273607785,15052.683016918676,453.42574331089054,36341.88348956601,34857.49053596894,-1484.3929535970747,-0.048854514304673496,0.006362347943150004,0.0552168622478235
A,1180.0,-2.5,3.8186290203715103,0.47222222222222227,14638.52763162267,15092.292035279825,453.7644036571546,36328.8648428251,34777.90843355274,-1550.9564092723667,-0.0488462471850621,0.006360677753965624,0.05520692493902772
A,1190.0,-2.5,3.8206630843018567,0.47361111111111115,14677.836179654749,15131.878495815694,454.0423161609451,36314.99903563403,34699.424497602864,-1615.5745380311637,-0.04883820799097971,0.006359071715734043,0.05519727970671375
A,1200.0,-2.5,3.8226679890202035,0.47500000000000003,14717.174223501297,15171.448161465709,454.27393796441174,36300.29521925006,34621.97674223884,-1678.3184770112202,-0.04883039487543134,0.006357526804851409,0.05518792168028275
A,1200.0000000000002,0.0,3.767480067339921,0.47500000000000003,14717.174223501297,15171.448161465709,454.27393796441174,36300.29521925006,34621.97674223884,-1678.3184770112202,0.0,0.0,0.0
A,1210.0,0.0,3.7593424949359537,0.47500000000000003,14741.012153904923,15051.352882464587,310.34072855966406,36302.82704445955,34935.0219274609,-1367.8051169986502,0.0,0.0,0.0
A,1220.0,0.0,3.754855195958724,0.47500000000000003,14762.597560309394,15010.798032584546,248.2004722751517,36305.2971674009,35108.03469006401,-1197.2624773368952,0.0,0.0,0.0
A,1230.0,0.0,3.7518391813215803,0.47500000000000003,14782.259233366232,14985.401259768929,203.1420264026965,36307.563882093025,35224.62977223521,-1082.9341098578152,0.0,0.0,0.0
A,1240.0,0.0,3.749585340733518,0.47500000000000003,14799.958130071289,14967.382939103307,167.42480903201795,36309.560886404724,35312.01402827583,-997.5468581288951,0.0,0.0,0.0
A,1250.0,0.0,3.7477967073645004,0.47500000000000003,14815.598604110743,14953.837561101496,138.23895699075365,36311.25297946045,35381.55996976164,-929.6930096988071,0.0,0.0,0.0
A,1260.0,0.0,3.746324385136684,0.47500000000000003,14829.168557713487,14943.347385848134,114.17882813464712,36312.62088097127,35438.963092725025,-873.6577882462443,0.0,0.0,0.0
A,1270.0,0.0,3.7450791848479024,0.47500000000000003,14840.768842204523,14935.037648057634,94.26880585311119,36313.65441476849,35487.63543273307,-826.0189820354208,0.0,0.0,0.0
A,1280.0,0.0,3.7440075131664443,0.47500000000000003,14850.578234840592,14928.376796145021,77.79856130442931,36314.34985716124,35529.625339178514,-784.7245179827296,0.0,0.0,0.0
A,1290.0,0.0,3.743071746817553,0.47500000000000003,14858.806150075878,14922.988393050333,64.18224297445522,36314.70759807197,35566.37241000414,-748.3351880678238,0.0,0.0,0.0
A,1300.0,0.0,3.742245735409318,0.47500000000000003,14865.671136064804,14918.604678809581,52.93354274477679,36314.731415836504,35598.877373370786,-715.8540424657185,0.0,0.0,0.0
A,1310.0,0.0,3.7415107954989666,0.47500000000000003,14871.380990850483,14915.029965393409,43.648974542926226,36314.427743857916,35627.85509576799,-686.5726480899248,0.0,0.0,0.0
A,1320.0,0.0,3.7408521739816583,0.47500000000000003,14876.1184133948,14912.109642476014,35.99122908121353,36313.80497997609,35653.871125818565,-659.9338541575271,0.0,0.0,0.0
A,1330.0,0.0,3.740257665524969,0.47500000000000003,14880.039776771731,14909.716009390653,29.67623261892186,36312.8731579891,35677.39467216703,-635.4784858220737,0.0,0.0,0.0
A,1340.0,0.0,3.739717541835438,0.47500000000000003,14883.279112251079,14907.74663311883,24.467520867750864,36311.6438185664,35698.80031690256,-612.8435016638396,0.0,0.0,0.0
A,1350.0,0.0,3.7392243184961695,0.47500000000000003,14885.95169561239,14906.122628473167,20.17093286077761,36310.12986258387,35718.37632374696,-591.753538836907,0.0,0.0,0.0
A,1360.0,0.0,3.7387722260987077,0.47500000000000003,14888.156129471583,14904.783736027946,16.62760655636339,36308.34535467093,35736.34484480205,-572.000509868878,0.0,0.0,0.0
A,1370.0,0.0,3.7383563731214027,0.47500000000000003,14889.973762405647,14903.679879072235,13.70611666658806,36306.30524143207,35752.894592078555,-553.4106493535146,0.0,0.0,0.0
A,1380.0,0.0,3.737972836203178,0.47500000000000003,14891.473677073362,14902.77238592075,11.298708847389207,36304.02526369433,35768.17695479248,-535.8483089018555,0.0,0.0,0.0
A,1390.0,0.0,3.7376178415413883,0.47500000000000003,14892.709245821325,14902.024438511822,9.315192690497497,36301.52157387392,35782.33823912252,-519.1833347514039,0.0,0.0,0.0
A,1400.0,0.0,3.737288533851923,0.47500000000000003,14893.729203863675,14901.410140540427,7.680936676752026,36298.81086168323,35795.488987263736,-503.32187441949645,0.0,0.0,0.0
A,1410.0,0.0,3.73698214224255,0.47500000000000003,14894.569034269525,14900.904382469245,6.3353481997201015,36295.9098483373,35807.73694506286,-488.1729032744406,0.0,0.0,0.0
A,1420.0,0.0,3.7366963817715084,0.47500000000000003,14895.26252175452,14900.487986799382,5.2254650448630855,36292.835397679366,35819.17101175807,-473.6643859212927,0.0,0.0,0.0
A,1430.0,0.0,3.7364292598523776,0.47500000000000003,14895.833807240826,14900.144942246732,4.311135005906181,36289.6041653533,35829.86882940188,-459.7353359514236,0.0,0.0,0.0
A,1440.0,0.0,3.7361789797300293,0.47500000000000003,14896.30569502397,14899.861511083009,3.555816059038989,36286.23254368037,35839.900561584844,-446.3319820955294,0.0,0.0,0.0
A,1450.0,0.0,3.7359440768794077,0.47500000000000003,14896.694738064398,14899.627587934601,2.9328498702034267,36282.736560724916,35849.32338779354,-433.413172931374,0.0,0.0,0.0
A,1460.0,0.0,3.735723204072187,0.47500000000000003,14897.016006299886,14899.434229931803,2.418223631917499,36279.13168181751,35858.19002411082,-420.9416577066877,0.0,0.0,0.0
A,1470.0,0.0,3.735515218973622,0.47500000000000003,14897.28086361534,14899.274667462649,1.9938038473082997,36275.432874630125,35866.54518819334,-408.88768643678486,0.0,0.0,0.0
A,1480.0,0.0,3.735319090917777,0.47500000000000003,14897.499070687623,14899.143200938788,1.6441302511648246,36271.65443101574,35874.42928826623,-397.2251427495139,0.0,0.0,0.0
A,1490.0,0.0,3.735133889073673,0.47500000000000003,14897.678284388163,14899.035130308612,1.3568459204489045,36267.81002007,35881.87887297317,-385.9311470968314,0.0,0.0,0.0
A,1500.0,0.0,3.73495874779402,0.47500000000000003,14897.826305651624,14898.94600550707,1.1196998554460151,36263.91229604008,35888.92799130631,-374.98430473377084,0.0,0.0,0.0
A,1500.0000000000002,2.5,3.679682183394505,0.47500000000000003,14897.826305651624,14898.94600550707,1.1196998554460151,36263.91229604008,35888.92799130631,-374.98430473377084,0.04888872510634502,-0.006387839293169795,-0.05527656439951481
A,1510.0,2.5,3.669880281214413,0.47361111111111115,14882.424073943155,14739.2223076858,-143.2017662573544,36278.037459053245,36285.109721398214,7.072262344969204,0.04892786254878391,-0.006399561858474411,-0.055327424407258324
A,1520.0,2.5,3.6637839231756697,0.47222222222222227,14864.726643978935,14659.064629050281,-205.66201492865366,36292.88942728519,36539.97300515694,247.0835778717519,0.04894889261941247,-0.006407681963098117,-0.05535657458251059
A,1530.0,2.5,3.6591794312547026,0.4708333333333334,14845.070312825666,14594.086064055457,-250.9842487702099,36308.32673520962,36737.19994781555,428.8732126059258,0.0489666249247736,-0.006414280672774848,-0.05538090559754845
A,1540.0,2.5,3.655364062548822,0.4694444444444445,14823.42224864517,14536.502956364933,-286.91929228023764,36324.28190123672,36904.06286819648,579.7809669597627,0.0489828531713264,-0.0064200800757717325,-0.05540293324709813
A,1550.0,2.5,3.652044428320249,0.4680555555555556,14799.691869696728,14483.407608449987,-316.28426124674115,36340.7173663408,37051.99001445425,711.272648113445,0.04899824609836891,-0.006425388707732339,-0.055423634806101255
A,1560.0,2.5,3.6490723633801556,0.46666666666666673,14773.871301452746,14433.379133766994,-340.49216768575207,36357.61035195696,37186.73383634082,829.1234843838611,0.04901312802870281,-0.006430362110750854,-0.05544349013945366
A,1570.0,2.5,3.64635875978987,0.46527777777777785,14746.06488116254,14385.540731508265,-360.5241496542749,36374.94612139338,37311.75630189849,936.8101805051047,0.049027702594420096,-0.006435095057991392,-0.05546279765241149
A,1580.0,2.5,3.643848950074753,0.46388888888888896,14716.45417366285,14339.359337355116,-377.094836307735,36392.715379931156,37429.15259835531,1036.437218424151,0.0490420923546815,-0.006439643685489794,-0.055481736040171294
A,1590.0,2.5,3.6415042372058735,0.4625000000000001,14685.251057911626,14294.457240670603,-390.79381724102313,36410.912023869794,37540.405684606034,1129.4936607362397,0.04905638576042805,-0.0064440481622638655,-0.05550043392269191
A,1600.0,2.5,3.639297107196965,0.4611111111111112,14652.675879545384,14250.565073935135,-402.1108056102494,36429.532459682916,37646.55906879737,1217.0266091144513,0.049070646502887984,-0.006448336413548525,-0.05551898291643651
A,1610.0,2.5,3.6372074179402993,0.4597222222222223,14618.938134843851,14207.486547020982,-411.45158782286853,36448.57496017132,37748.364705751985,1299.789745580667,0.04908492128681455,-0.006452528072423979,-0.05553744935923853
A,1620.0,2.5,3.6352190625032796,0.4583333333333334,14584.221777031906,14165.066176441294,-419.15560059061136,36468.0390432265,37846.42455758447,1378.3855143579713,0.04909924821165955,-0.006456639086373208,-0.055555887298032756
A,1630.0,2.5,3.633318668097454,0.45694444444444454,14548.684183685491,14123.175406107117,-425.50877757837407,36487.925220903504,37941.24259725785,1453.3173763543455,0.04911366013481024,-0.006460683229170727,-0.05557434336398097
A,1640.0,2.5,3.631495403437094,0.45555555555555566,14512.460317094336,14081.711269730924,-430.7490473634116,36508.234940933246,38033.22521747647,1524.990276543227,0.04912818419782762,-0.00646467164785082,-0.05559285584567844
A,1650.0,2.5,3.629740650405738,0.4541666666666668,14475.6662883364,14040.594629595982,-435.07165874041857,36528.970501788885,38122.689889717585,1593.7193879287006,0.049142841599639164,-0.00646861282113133,-0.05561145442077049
A,1660.0,2.5,3.6280474627871575,0.4527777777777779,14438.401362895693,13999.764995599118,-438.63636729657446,36550.1349135374,38209.88656588167,1659.7516523442755,0.04915764871610661,-0.00647251316125601,-0.05563016187736262
A,1670.0,2.5,3.6264098244092313,0.451388888888889,14400.747216785297,13959.171686420455,-441.57553036484205,36571.73166999234,38295.0319027163,1723.3002327239592,0.04917261979055602,-0.006476378312281786,-0.055648998102837806
A,1680.0,2.5,3.624822737278551,0.4500000000000001,14362.77345793893,13918.776014779567,-443.9974431593637,36593.76473736725,38378.3016516446,1784.5369142773488,0.04918776579364974,-0.00648021265828513,-0.05566797845193487
A,1690.0,2.5,3.623281504707424,0.44861111111111124,14324.533773889003,13878.540864277038,-445.99290961196493,36616.238207205475,38459.866394455064,1843.6281872495892,0.04920309805226618,-0.006484020848751681,-0.05568711890101786
A,1700.0,2.5,3.6217823004502425,0.44722222222222235,14286.077136730164,13838.44013982804,-447.6369969021234,36639.15649074495,38539.85946861286,1900.7029778679134,0.04921862450942831,-0.0064878062366960495,-0.05570643074612436
A,1710.0,2.5,3.6203215215796556,0.44583333333333347,14247.439310873026,13798.448590263262,-448.99072060976323,36662.52383697696,38618.4101087357,1955.88627175874,0.04923435341923111,-0.006491572347067566,-0.05572592576629867
A,1720.0,2.5,3.618896059792751,0.4444444444444446,14208.654224206959,13758.546919040029,-450.10730516693,36686.34452151073,38695.62767774691,2009.2831562361825,0.04925029126359905,-0.006495322082622843,-0.05574561334622189
A,1730.0,2.5,3.617503140976452,0.4430555555555557,14169.746225116765,13718.719014510516,-451.02721060624935,36710.62248778654,38771.609228062094,2060.9867402755553,0.04926644370214531,-0.006499058028226648,-0.05576550173037195
A,1740.0,2.5,3.616140241386946,0.4416666666666668,14130.73820457102,13678.951089918952,-451.78711465206834,36735.36138255294,38846.44331256292,2111.081930009983,0.04928281583210329,-0.006502782597388133,-0.05578559842949142
A,1750.0,2.5,3.6148051675970336,0.44027777777777793,14091.646859214266,13639.232969571802,-452.4138896424647,36760.56442954457,38920.20469897291,2159.640269428346,0.049299411576706226,-0.006506497733259694,-0.05580590930996592
A,1760.0,2.5,3.61349589413014,0.43888888888888905,14052.487309302349,13599.555677885797,-452.9316314165517,36786.23431893859,38992.962817171916,2206.7284982333294,0.049316234604945774,-0.0065102052960595135,-0.05582643990100529
A,1770.0,2.5,3.612210613866733,0.43750000000000017,14013.271020833714,13559.912396769494,-453.35862406421984,36812.373245926705,39064.778370285494,2252.405124358789,0.049333287880903215,-0.006513906867978821,-0.055847194748882036
