cell_a_index,cell_b_index,cell_a_time_s,cell_b_time_s,cell_a_voltage_V,cell_b_voltage_V,voltage_difference_mV,cell_a_soc,cell_b_soc,soc_difference_percentage_points,cell_a_negative_gradient_mol_m3,cell_b_negative_gradient_mol_m3,cell_a_positive_gradient_mol_m3,cell_b_positive_gradient_mol_m3,cell_a_total_overpotential_V,cell_b_total_overpotential_V
96,30,940.0,300.0,3.7569617697156383,3.755114259182807,1.8475105328312758,0.43888888888888905,0.6083333333333334,16.944444444444436,286.4472945932248,-454.2143195656645,928.4220515627894,2539.0891008788094,0.05556563704226043,-0.0552788171851933
